candidate_id,candidate_statement,correctness
2299,"shoes can be used for feet, which makes it different from jeans",Yes
12354,"avocado have (a) big seed, which makes it different from pear",Yes
8967,"cabin is a permanent structure, which makes it different from tent",Yes
3724,"shoes can be found on your feet, which makes it different from bag",Yes
13714,"leopard is a type of cat, which makes it different from cougar",No
2493,"lemon is a citrus fruit, which makes it different from olive",Yes
10816,"ankle is below the waist, which makes it different from elbow",Yes
4455,"perch have (a) fins, which makes it different from eel",No
8382,"squid have (a) legs/tentacles, which makes it different from mackerel",Yes
8956,"turtle can be found in the water, which makes it different from elephant",Yes
3400,"sauce is a liquid, which makes it different from chocolate",Yes
5782,"elk have (a) hooves, which makes it different from coyote",Yes
10686,"ankle is a joint, which makes it different from neck",Yes
6241,"cow can be found on a farm, which makes it different from bison",Yes
9244,"beetle have (a) wings, which makes it different from ant",Not Sure
10390,"dishwasher can be plugged in, which makes it different from sink",Yes
8014,"camel can be found at the supermarket deli, which makes it different from horse",No
1359,"shotgun can be used for bullets, which makes it different from barrel",Yes
9805,"catfish is a fish, which makes it different from zebra",Yes
10058,"vulture have (a) large wing span, which makes it different from buzzard",Yes
10755,"deer have (a) horn, which makes it different from squirrel",Yes
11137,"scissors have (a) sharp cutting edge, which makes it different from pencil",Yes
14388,"alligator can live in water, which makes it different from raccoon",Yes
2703,"frog is a teeth, which makes it different from goat",No
5418,"vulture is a predator, which makes it different from kite",Yes
4081,"father is a direct relation, which makes it different from king",Yes
6687,"wrist is part of (a) pair (comes in pairs), which makes it different from finger",Yes
9182,"bed have (a) largest dimension parallel to floor, which makes it different from curtains",Not Sure
9367,"typewriter can be used for drawing, which makes it different from pencil",No
9840,"beaver can be found on tree, which makes it different from mink",No
3278,"broccoli is a vegetable, which makes it different from garlic",No
4548,"walls is touches ground, which makes it different from ceiling",Yes
4218,"sheep can be found jungle, which makes it different from deer",No
1999,"squid is a mollusk, which makes it different from cod",Yes
7554,"lime is a fruit, which makes it different from olive",No
5600,"door is part of (a) the entrance to a room, which makes it different from wall",Yes
13247,"ant have (a) legs, six or more, which makes it different from worm",Yes
12030,"cherry can rhyme with ferry, which makes it different from grapefruit",Yes
4925,"goat is used for milk for humans, which makes it different from sheep",Yes
3968,"wrist is a joint, which makes it different from arm",Yes
8460,"gun can fire bullets, which makes it different from rocket",Yes
15034,"lime is a citrus fruit, which makes it different from coconut",Yes
8923,"clarinet is part of (a) woodwind, which makes it different from trumpet",No
7083,"trousers can keep 2 legs covered, which makes it different from dress",No
10510,"bison have (a) fur, which makes it different from deer",No
14754,"peach is a red  or orang, which makes it different from cranberry",No
8094,"dress can be found on your upper torso, which makes it different from skirt",Yes
2647,"dishwasher is using electricity, which makes it different from sink",Yes
7129,"celery is green, which makes it different from beans",Yes
3198,"avocado have (a) edible skin, which makes it different from pear",No
1660,"wrist is upper body, which makes it different from ankle",Yes
5318,"trousers is a worn on the lower body, which makes it different from blouse",Yes
9062,"squid is a mollusk, which makes it different from asparagus",Yes
14975,"prince can be found in a royal family, which makes it different from brother",Yes
12924,"trumpet can be played with mouth, which makes it different from piano",Yes
4707,"paintbrush can writing, which makes it different from spatula",Yes
10081,"bungalow can be used for human living, which makes it different from barn",Yes
8655,"cockroach can flying, which makes it different from worm",Yes
5682,"raccoon can be held, which makes it different from deer",Not Sure
12221,"fridge can keep food fresh, which makes it different from kettle",Yes
8363,"trout have (a) red shell when cooked, which makes it different from shrimp",No
13336,"salmon can be found at sea, which makes it different from lobster",No
6834,"nose is part of (a) makeup regimen, which makes it different from mouth",No
8484,"cousin is part of (a) your family, which makes it different from princess",Yes
542,"kettle can be used for heating items up, which makes it different from dishwasher",Yes
13654,"dog is a typical pet, which makes it different from goat",Yes
6986,"pipe can be used in home, which makes it different from tank",Yes
11121,"fingers is a plural, which makes it different from neck",Yes
9161,"shoes can be found on lower body, which makes it different from gown",Yes
8487,"tiger is carnivorous, which makes it different from horse",Yes
2845,"saxophone can be blown into, which makes it different from guitar",Yes
3533,"shoulder is a joint, which makes it different from finger",Yes
4660,"plum have (a) edible skin, which makes it different from avocado",Yes
9100,"barrel can transport liquids, which makes it different from screws",Yes
13571,"crocodile is a predator, which makes it different from elk",Yes
9681,"kettle is a electric powered item, which makes it different from sink",Yes
5464,"elephant can be used for riding, which makes it different from frog",Yes
5163,"giraffe have (a) hooves, which makes it different from tiger",Yes
6336,"boy is steel, which makes it different from girl",No
14373,"shoulder can be found upper body, which makes it different from toe",Yes
9901,"tuba is made of strings, which makes it different from piano",No
11433,"piano is made of strings, which makes it different from flute",No
1764,"cat is four-legged, which makes it different from spider",Yes
11077,"banjo have (a) strings, which makes it different from tuba",Yes
515,"canoe is a type of watercraft, which makes it different from sled",Yes
10402,"banjo is part of (a) strings, which makes it different from flute",Yes
15358,"cherry have (a) edible skin, which makes it different from grapefruit",Yes
12088,"roof can be found on top of a house, which makes it different from floor",Yes
3207,"cucumber is a vegetable, which makes it different from garlic",No
2856,"scissors is made of only metal, which makes it different from pencil",Yes
2003,"clarinet have (a) reed to make it work, which makes it different from tuba",Yes
6356,"finger have (a) more than one joint, which makes it different from elbow",Yes
5969,"saxophone is a brass instrument, which makes it different from piano",Yes
1485,"leg is a large part, which makes it different from toe",Yes
15114,"cherry is a red  or orang, which makes it different from coconut",Yes
13011,"eagle can attack others, which makes it different from pelican",No
12024,"cow is domesticable (usually), which makes it different from elephant",Yes
6462,"hose can be used for water, which makes it different from plug",Yes
11101,"tractor have (a) an engine, which makes it different from scooter",No
48,"buggy have (a) an engine, which makes it different from scooter",No
14141,"broccoli is a green vegetable, which makes it different from beans",Yes
13186,"dishwasher is part of (a) kitchen appliance, which makes it different from sink",Yes
2471,"otter is 5 letters long, which makes it different from raccoon",Yes
13189,"caterpillar have (a) legs, six or more, which makes it different from snail",Yes
5618,"comb can be used for grooming, which makes it different from knife",Yes
9716,"rope can be wrapped around something, which makes it different from wheel",Yes
12226,"coat can be found on your upper torso, which makes it different from trousers",Yes
8449,"pants is worn on the bottom half, which makes it different from blouse",Yes
4325,"saxophone is a wind instrument, which makes it different from piano",Yes
4368,"socks can be found on your feet, which makes it different from skirt",Yes
13385,"boat can be used for water, which makes it different from truck",Yes
1432,"wasp can fly, which makes it different from flea",Yes
5882,"celery have (a) any green on it, which makes it different from beans",Yes
3735,"leopard is a like a cat, which makes it different from crocodile",Yes
694,"crab have (a) shell, which makes it different from mackerel",Yes
5951,"knees can be found on lower body, which makes it different from neck",Yes
5343,"cheetah is a type of cat, which makes it different from crocodile",Yes
9207,"pencil can be used for writing, which makes it different from scissors",Yes
10326,"bolts can commonly be found at home, which makes it different from rope",No
890,"tongue is part of (a) face, which makes it different from finger",Yes
13038,"elephant can fly, which makes it different from giraffe",No
3317,"buggy can carry multiple people, which makes it different from bike",Yes
10787,"shoulder is upper body, which makes it different from ankle",Yes
169,"trout is a water animal, which makes it different from chicken",Yes
10285,"avocado have (a) stone inside, which makes it different from banana",Yes
6606,"alligator have (a)  4 limbs, which makes it different from rattlesnake",Yes
12299,"gun is a hand-held weapon, which makes it different from barrel",Yes
8074,"screwdriver is a construction tool, which makes it different from paintbrush",Yes
6907,"saxophone is made of strings, which makes it different from harp",No
3200,"accordion can be used for sound, which makes it different from tuba",No
8849,"man is a male, which makes it different from girl",Yes
14552,"elephant have (a) antlers/tusks, which makes it different from gorilla",Yes
2077,"saxophone have (a) reed to make it work, which makes it different from piano",Yes
13583,"knee is a joint, which makes it different from leg",Yes
12424,"grenade is a weapon, which makes it different from rocket",No
1642,"rabbit can be found underground, which makes it different from raccoon",Yes
1131,"gown is part of (a) lower waistline, which makes it different from coat",Not Sure
5133,"leopard is a predator, which makes it different from tiger",No
4423,"otter can be used for swimming, which makes it different from hare",Yes
14987,"cannon have (a) wheels, which makes it different from grenade",Yes
9,"saxophone have (a) reed to make it work, which makes it different from harpsichord",Yes
678,"rifle is a hand-held weapon, which makes it different from cannon",Yes
10146,"girl is a picture of a female, which makes it different from boy",Yes
12964,"cheetah is a type of cat, which makes it different from giraffe",Yes
1159,"grenade is a vessel, which makes it different from rocket",No
13803,"rabbit is a this is more responsive heeyyy, which makes it different from otter",No
8025,"hawk is a predator, which makes it different from starling",Yes
8566,"leg is part of (a) pair, which makes it different from neck",Yes
9253,"elk is part of (a) herd, which makes it different from raccoon",Yes
4444,"caribou have (a) antler, which makes it different from cougar",Yes
5334,"skirt can be found on lower body, which makes it different from shirt",Yes
477,"milk is a diary food, which makes it different from sugar",Yes
7267,"avocado have (a) stone, which makes it different from coconut",Yes
8475,"celery is a vegetable, which makes it different from avocado",Yes
10229,"flute can be used for blowing, which makes it different from piano",Yes
9634,"alligator is a amphibian, which makes it different from elephant",No
14762,"dog can be used for food products, which makes it different from rabbit",No
1858,"trousers is a worn on the lower body, which makes it different from jacket",Yes
668,"sheep can be found on a farm, which makes it different from bison",Yes
2257,"cherry have (a) edible skin (usually), which makes it different from avocado",Yes
12610,"car have (a) wheels, which makes it different from boat",Yes
1615,"skin is a limb, which makes it different from eye",No
10666,"spider can flying, which makes it different from snail",No
6293,"girlfriend is a family member, which makes it different from girl",Yes
4045,"vulture have (a) long beak, which makes it different from falcon",Yes
13720,"neck can be found on furniture, which makes it different from hand",No
11067,"screwdriver is a construction tool, which makes it different from knife",Yes
13353,"boots is a piece of clothing, which makes it different from bag",Yes
5478,"leg is part of (a) lower body, which makes it different from arm",Yes
7894,"rifle can be used in home, which makes it different from grenade",Yes
247,"garlic have (a) eatable shell or peel, which makes it different from lemon",No
14621,"lime is green, which makes it different from pepper",No
10060,"pistol is a firearm, which makes it different from cannon",Yes
5693,"father is a direct relation, which makes it different from uncle",Yes
5063,"sink is made of /mostly made of metal, which makes it different from cupboard",Yes
13626,"elephant can be used for riding, which makes it different from tiger",Yes
2052,"elbow is part of (a) upper extremity(not including shoulders), which makes it different from shoulder",Yes
438,"trombone can be played with mouth, which makes it different from banjo",Yes
1123,"arm can be used for waving, which makes it different from shoulder",Yes
1605,"fingers is something people have ten of, which makes it different from hand",Yes
2043,"trumpet is a wind instrument, which makes it different from harp",Yes
10627,"moth is an insect, which makes it different from frog",Yes
6912,"elephant have (a) trunk, which makes it different from crocodile",Yes
236,"lamp can be used for providing light, which makes it different from mirror",Yes
10561,"toe is part of (a) upper body, which makes it different from ankle",No
11951,"pear is a fruit, which makes it different from garlic",Yes
9203,"oven can be used for making food, which makes it different from dishwasher",Yes
1149,"raft is a type of watercraft, which makes it different from jeep",Yes
8370,"lamb is a meat or animal, which makes it different from onions",Yes
7707,"gorilla is a predator, which makes it different from giraffe",Not Sure
14981,"shrimp is a water animal, which makes it different from asparagus",Yes
14190,"blouse is worn by woman (usually), which makes it different from coat",Yes
857,"bridge is a public building (typically), which makes it different from gate",Yes
3205,"cod have (a) fins, which makes it different from chicken",Yes
4416,"yacht have (a) motor, which makes it different from canoe",Yes
2374,"oven can be used for making food, which makes it different from sink",Yes
9646,"house can be used for sleeping in, which makes it different from bridge",Yes
3856,"shoes is part of (a) lower waistline, which makes it different from shirt",No
6364,"rabbit can be found in water, which makes it different from duck",No
8740,"elephant have (a) antlers or tusks, which makes it different from gorilla",Yes
10406,"wrist is a specific joint, which makes it different from arm",Yes
761,"elk have (a) antlers or tusks, which makes it different from cougar",Yes
3182,"cheetah is a type of big cat, which makes it different from buffalo",Yes
15008,"lamp can be used for a light source, which makes it different from mirror",Yes
6818,"supper is two syllables, which makes it different from meal",Yes
208,"bagpipe is made of strings, which makes it different from harpsichord",No
7606,"gun can lifted by one hand, which makes it different from tank",Yes
6848,"cat is a common pet, which makes it different from mouse",Yes
2200,"vulture have (a) long beak, which makes it different from duck",Yes
8954,"tomato have (a) seeds, which makes it different from garlic",Yes
1389,"tape can be used for sticking, which makes it different from rope",Yes
7485,"trousers is part of (a) pair, which makes it different from skirt",Yes
12215,"boy is male, which makes it different from girl",Yes
12415,"peach have (a) stone, which makes it different from cranberry",Yes
15308,"shoes can be used for feet, which makes it different from dress",Yes
14721,"cod is a name begging with c, which makes it different from eel",Yes
1094,"tray is part of a car, which makes it different from strainer",No
11824,"barrel is part of a car, which makes it different from screws",No
2607,"skunk can be found on  a tree, which makes it different from otter",Yes
1475,"skunk is a mammal, which makes it different from alligator",Yes
704,"falcon have (a) large wing span, which makes it different from woodpecker",Yes
13225,"church is a religious place, which makes it different from bridge",Yes
4869,"chicken is a meat or animal, which makes it different from tomato",Yes
1555,"beetle have (a) wings, which makes it different from snail",Yes
2883,"banana have (a) usually inedible skin, which makes it different from cranberry",Yes
8222,"broccoli have (a) any green on it, which makes it different from garlic",Yes
3109,"celery is green, which makes it different from pepper",Not Sure
461,"sink can be found on a countertop, which makes it different from toilet",No
7735,"walls is part of (a) another card, which makes it different from ceiling",No
11596,"strawberry can be eaten in one bite, which makes it different from peach",Yes
4646,"trousers can be found on lower body, which makes it different from coat",Yes
7765,"salmon is a fish, which makes it different from chicken",Yes
8164,"trombone can usually be played  with mouth, which makes it different from cello",Yes
9206,"barrel can hold water, which makes it different from bolts",Yes
3730,"tank can be used for firing artillery, which makes it different from rocket",Yes
13885,"shirt can be found on your upper torso, which makes it different from shoes",Yes
10872,"buggy is made of metal, which makes it different from skateboard",Yes
13633,"pants have (a) two seperate pant legs, which makes it different from skirt",Yes
3678,"cod can be found at sea, which makes it different from lobster",No
13171,"pear have (a) edible skin, which makes it different from grapefruit",Yes
5512,"prune have (a) edible skin, which makes it different from grapefruit",Yes
6436,"eagle is a predator, which makes it different from duck",Yes
4596,"fan can be turned on, which makes it different from rock",Yes
7841,"dog can be used for food products, which makes it different from horse",Yes
7431,"pencil can make holes, which makes it different from knife",No
12090,"yacht have (a) engine, which makes it different from canoe",Yes
7205,"raccoon have (a) long tail, which makes it different from skunk",No
7761,"strawberry can be eaten in one bite, which makes it different from pineapple",Yes
1177,"raccoon can climb trees, which makes it different from coyote",Yes
1710,"radio can consume electricity, which makes it different from magazine",Yes
13542,"woman is a picture of a female, which makes it different from boy",Yes
5486,"sauce is a colour red, which makes it different from salad",Yes
4626,"leopard is a predator, which makes it different from buffalo",Yes
4008,"chandelier can be found on the ceiling, which makes it different from lantern",Yes
5943,"church can be used for a place of worship, which makes it different from house",Yes
11299,"tuna have (a) red shell when cooked, which makes it different from shrimp",No
13819,"vulture have (a) large wingspan, which makes it different from duck",Yes
1782,"mug can be found in the kitchen, which makes it different from bucket",Not Sure
8537,"knee is a joint, which makes it different from neck",Yes
13923,"thigh is below the waist, which makes it different from shoulder",Yes
8437,"pants can keep 2 legs covered, which makes it different from jacket",Yes
765,"fingers is a plural, which makes it different from arm",Yes
751,"camel can be used for human transport, which makes it different from rabbit",Yes
6769,"canoe is colored red, which makes it different from boat",No
14295,"nose is a (one of five) human senses, which makes it different from throat",Yes
4611,"screwdriver can be used for screwing, which makes it different from pliers",Yes
1579,"sauce is made of several ingredients, which makes it different from butter",Yes
8957,"elephant have (a) antlers or tusks, which makes it different from cheetah",Yes
342,"mug can be found in the kitchen, which makes it different from pot",No
13076,"trombone can usually be played  with mouth, which makes it different from guitar",Yes
7492,"onions is needs peeling, which makes it different from beans",Yes
13528,"bolts can be used for building, which makes it different from rope",Yes
4418,"stereo is a digital device, which makes it different from plug",No
4039,"boy is steel, which makes it different from man",No
6145,"tank can use electricity, which makes it different from pipe",Yes
8901,"tomato is a citrus fruit, which makes it different from coconut",No
548,"leopard is a predator, which makes it different from zebra",Yes
11687,"elbow can be found in your upper body, which makes it different from toe",Yes
1651,"catfish have (a) fins, which makes it different from shrimp",Yes
2304,"ant is a crustecean, which makes it different from butterfly",No
3368,"scissors is sharp, which makes it different from screwdriver",Yes
6125,"celery is green, which makes it different from onions",Yes
2440,"flute is made of woodwind, which makes it different from clarinet",Yes
1455,"plug is round shaped, which makes it different from tap",Yes
10166,"flute can usually be played  with mouth, which makes it different from banjo",Yes
426,"mug is made of ceramic materials, which makes it different from kettle",Yes
13048,"skirt is part of (a) lower waistline, which makes it different from coat",Yes
12661,"pipe is a vessel, which makes it different from rope",Yes
7979,"dress can be used for covering legs, which makes it different from socks",Yes
3241,"pants is part of (a) pair, which makes it different from skirt",Yes
3973,"elbow is a limb, which makes it different from toe",No
8729,"pot is made of ceramic materials, which makes it different from tray",Not Sure
10820,"mother have (a) blood relation with you, which makes it different from girl",Yes
10116,"wife have (a) multiple people pictured, which makes it different from actress",No
15112,"blender can be used for making food, which makes it different from kettle",Yes
774,"arm is part of (a) the upper body, which makes it different from leg",Yes
3035,"rabbit is smaller than a desk, which makes it different from sheep",Yes
14882,"wrist is part of (a) upper body, which makes it different from ankle",Yes
7052,"boat is made of metal, which makes it different from canoe",Yes
14092,"trousers is part of (a) lower waistline, which makes it different from blouse",Yes
2868,"inn is typically a rentable location, which makes it different from cottage",Yes
6130,"boat have (a) motor, which makes it different from raft",Yes
3887,"hut is a permanent structure, which makes it different from tent",Yes
11419,"faucet can provide water, which makes it different from mixer",Yes
534,"giraffe have (a) long neck, which makes it different from tiger",Yes
2128,"ankle can be found bottom half of body, which makes it different from neck",Yes
7240,"lamb is a meat or animal, which makes it different from tomato",Yes
1832,"celery is green (most part), which makes it different from onions",Yes
13133,"man is a car, which makes it different from woman",No
13688,"kettle can hold water, which makes it different from microwave",Yes
10304,"rabbit is smaller than a desk, which makes it different from donkey",Yes
793,"prune have (a) stone inside, which makes it different from raspberry",Yes
5573,"rabbit is a teeth, which makes it different from goat",Yes
2225,"cottage can be used for human living, which makes it different from bedroom",Not Sure
15356,"banana is usually in color yellow, which makes it different from avocado",Yes
1808,"vulture is part of (a) wild life, which makes it different from hawk",No
13498,"bolts can be used for a vehicle, which makes it different from clamp",Yes
10230,"stereo is a digital device, which makes it different from tape",Yes
4665,"rifle is a weapon, which makes it different from barrel",Yes
11217,"screwdriver can be found in a toolbox, which makes it different from knife",No
705,"toe is part of (a) an appendage, which makes it different from ankle",Yes
13584,"camel can be used for travel, which makes it different from hyena",Yes
13288,"scissors have (a) sharp edge, which makes it different from brush",Yes
10636,"mug have (a) handle, which makes it different from pot",No
12394,"dishwasher is part of (a) kitchen appliance, which makes it different from toilet",Yes
4847,"wasp can flying, which makes it different from ant",Yes
666,"alligator is a reptile, which makes it different from turtle",Yes
14471,"mixer have (a) a type of metal, which makes it different from stereo",Not Sure
5546,"pear have (a) (usually) edible skin, which makes it different from banana",Yes
13365,"mother is part of (a) your family, which makes it different from princess",Yes
14951,"lemon is a fruit, which makes it different from garlic",Yes
7669,"mother have (a) blood relationship with you, which makes it different from princess",Yes
2227,"microwave can be found on a countertop, which makes it different from fridge",Yes
9896,"gate can be found at your home, which makes it different from chapel",Yes
3162,"sister is a direct or immediate relation, which makes it different from actress",Yes
2358,"toaster can be used for making food, which makes it different from fridge",Yes
8298,"bed can be found in the room you sleep, which makes it different from sofa",Yes
15044,"scissors is made of /mostly made of metal, which makes it different from comb",Yes
148,"coat is worn on the bottom half, which makes it different from blouse",No
5867,"broom is a man made item, which makes it different from birch",Yes
9687,"saxophone have (a) reed to make it work, which makes it different from harmonica",Yes
8422,"bagpipe can be used for sound, which makes it different from tuba",No
13012,"cherry have (a) single hard pit, which makes it different from orange",No
13695,"blouse have (a) sleeves, which makes it different from pants",Yes
11378,"ship can transport ships, which makes it different from helicopter",Yes
3529,"squid can be found at sea, which makes it different from asparagus",Yes
11151,"raft is colored red, which makes it different from sailboat",Not Sure
9589,"drill can be used for building, which makes it different from rope",Yes
12084,"walls can be used for tiling, which makes it different from tower",Yes
10364,"paintbrush can be used for brushing, which makes it different from pencil",Yes
12060,"kettle is made of metal, which makes it different from mug",Yes
6726,"cannon can be used for firing artillery, which makes it different from rifle",Yes
2485,"arm is related with hand, which makes it different from neck",Yes
647,"guitar have (a) neck, which makes it different from piano",Yes
12962,"radio can be used for listening to music, which makes it different from magazine",Yes
7675,"kite can be found at a beach, which makes it different from falcon",No
5005,"bed can be found in the room you sleep, which makes it different from door",No
1861,"fingers is plural, which makes it different from arm",Yes
13764,"trout is a one syllable word, which makes it different from salmon",Yes
8547,"bag is worn by woman (usually), which makes it different from jacket",Yes
14375,"pliers is a construction tool, which makes it different from knife",Yes
8316,"buggy have (a) wheels, which makes it different from skis",Yes
9899,"bike is made of metal, which makes it different from skateboard",Yes
13642,"church can be used for religious gatherings, which makes it different from cottage",Yes
9322,"aunt is a sibling, which makes it different from daughter",No
10779,"falcon have (a) large wing span, which makes it different from duck",Yes
5139,"giraffe can be found in africa, which makes it different from tiger",Yes
11891,"rifle can be used for shooting, which makes it different from grenade",Yes
9529,"spider is an insect, which makes it different from squirrel",No
7597,"crab have (a) red shell when cooked, which makes it different from shrimp",No
9442,"saxophone can usually be played  with mouth, which makes it different from banjo",Yes
4656,"wheel is circular, which makes it different from tank",Yes
14803,"gun is a firearm, which makes it different from tank",No
10569,"shoes can be used for wearing on your feet, which makes it different from skirt",Yes
6612,"salmon is a fish, which makes it different from shrimp",Yes
8500,"beetle have (a) legs, six or more, which makes it different from worm",Yes
11726,"trout have (a) fins, which makes it different from lobster",Yes
11379,"shirt can be found on your upper torso, which makes it different from pants",Yes
6285,"daughter is a direct or immediate relation, which makes it different from aunt",Yes
6370,"spider is a bug, which makes it different from squirrel",No
5608,"soup is a liquid, which makes it different from sandwich",Yes
11773,"mackerel is a fish, which makes it different from eel",No
1671,"orange is a citrus fruit, which makes it different from cherry",Yes
7406,"crocodile can be found in water, which makes it different from camel",Yes
8631,"grenade can be held in a hand, which makes it different from rocket",Yes
12275,"rabbit have (a) long ear, which makes it different from coyote",Yes
4683,"shoulder is part of (a) upper body, which makes it different from foot",Yes
13717,"beetle have (a) legs, six or more, which makes it different from snail",Yes
3779,"barrel is a vessel, which makes it different from bolts",Yes
7617,"girl is female, which makes it different from boy",Yes
9272,"leg can be found below the waist, which makes it different from elbow",Yes
12392,"bison have (a) short/thick fur, which makes it different from elephant",Yes
4934,"tiger is fluffy, which makes it different from crocodile",Yes
9061,"plum is sweet, which makes it different from grapefruit",No
4173,"uncle is a family member, which makes it different from prince",Yes
985,"tent can be found at your home, which makes it different from hut",Yes
1784,"elbow can be found in your upper body, which makes it different from ankle",Yes
12958,"bolts have (a) number on it, which makes it different from hose",Yes
12863,"scissors is made of /mostly made of metal, which makes it different from pencil",Yes
6314,"bag is worn by woman (usually), which makes it different from coat",Yes
13319,"wall can be used for lighting, which makes it different from door",No
6278,"tuna is a water animal, which makes it different from chicken",Yes
2720,"leopard is a predator, which makes it different from deer",Yes
8856,"building is beginning with a letter b, which makes it different from chapel",Yes
3863,"boots can be tied, which makes it different from socks",Yes
6463,"saxophone can usually be played  with mouth, which makes it different from violin",Yes
4718,"arm have (a) more than 1 finger, which makes it different from finger",Yes
15055,"squirrel is furry, which makes it different from turtle",Yes
8588,"avocado have (a) single hard pit, which makes it different from lemon",Yes
10726,"banjo can easily carried around, which makes it different from accordion",No
11550,"helicopter can be found in the air, which makes it different from boat",Yes
806,"plug can be found at an electronics store, which makes it different from tap",Yes
12796,"spatula can to paint, which makes it different from paintbrush",No
975,"alligator is a amphibian, which makes it different from rattlesnake",No
7214,"frog can be used for food products, which makes it different from cow",No
57,"plum have (a) single hard pit, which makes it different from grapefruit",Yes
2531,"dishwasher have (a) power supply, which makes it different from sink",Yes
10109,"gun can be held in a hand, which makes it different from barrel",Yes
2843,"ankle can carrying objects, which makes it different from arm",Not Sure
10847,"elephant have (a) horn or antler, which makes it different from zebra",Yes
10850,"catfish is a fish, which makes it different from crab",Yes
14688,"barrel can hold water, which makes it different from screws",Yes
10080,"avocado is a physical fruit or veg, which makes it different from lemon",No
3138,"aunt is a immediate relation with you, which makes it different from daughter",No
2653,"skis can be used for land suitable one, which makes it different from canoe",Yes
9308,"gown have (a) sleeves, which makes it different from jeans",Yes
10196,"crocodile can be found in a river, which makes it different from squirrel",Yes
11265,"buggy is consuming fuel, which makes it different from bike",Yes
11029,"prune is part of (a) group or bunch, which makes it different from plum",Not Sure
6214,"trumpet have (a) tube, which makes it different from banjo",Yes
2194,"neck can be found in your upper body, which makes it different from ankle",Yes
13096,"arm is part of (a) the upper body, which makes it different from foot",Yes
10674,"bedroom can be found at your home, which makes it different from apartment",Yes
4927,"tuba is made of strings, which makes it different from harp",No
13358,"mirror can be found on a wall or ceiling, which makes it different from lamp",Yes
3510,"banner is a logo, which makes it different from umbrella",Yes
12353,"cow can be found at the supermarket deli, which makes it different from dog",Yes
7838,"shoes can be found on your feet, which makes it different from jacket",Yes
14858,"frog is carnivorous, which makes it different from cow",Yes
5086,"necklace is a accessory, which makes it different from dress",Yes
13036,"crocodile is a predator, which makes it different from tiger",No
12111,"pants is worn on the bottom half, which makes it different from skirt",Yes
760,"flute have (a) tube, which makes it different from guitar",Yes
10218,"caribou is a specific type of deer, which makes it different from bison",Yes
5909,"mink is 4 letters long, which makes it different from skunk",Yes
11919,"brush can be used for painting, which makes it different from scissors",Yes
3445,"gun can be used in home, which makes it different from grenade",Yes
14183,"forearm is made of upper body parts, which makes it different from leg",Yes
14914,"trousers can keep legs warm, which makes it different from dress",No
1872,"buggy have (a) wheels, which makes it different from wheel",Yes
1341,"donkey can be used for riding, which makes it different from rabbit",Yes
14864,"kettle is electrically powered, which makes it different from spoon",Yes
13719,"meat is made of several ingredients, which makes it different from potatoes",No
7212,"dog is a typical pet, which makes it different from pony",Yes
10721,"avocado have (a) single hard pit, which makes it different from banana",Yes
7771,"rabbit have (a) big ears, which makes it different from otter",Yes
1723,"pistol can be used for shooting, which makes it different from barrel",Yes
8079,"bison can be used for riding, which makes it different from deer",Yes
10914,"piano have (a) keyboard, which makes it different from saxophone",Yes
6551,"brush can be used for grooming, which makes it different from pencil",Not Sure
14469,"snail is made of small animals, which makes it different from turtle",Yes
9436,"ankle is a joint, which makes it different from shoulder",No
2734,"mink is 4 letters long, which makes it different from squirrel",Yes
9886,"scissors is made of only metal, which makes it different from brush",Yes
15207,"squid is a mollusk, which makes it different from trout",Yes
4737,"inn is a public building (typically), which makes it different from house",Yes
3857,"raft can be used for water, which makes it different from jeep",Yes
6761,"sheep is a teeth, which makes it different from horse",No
2027,"knee can be found below waist, which makes it different from arm",Yes
12025,"giraffe have (a) long neck, which makes it different from camel",Yes
5860,"olive is green, which makes it different from coconut",No
5047,"elk is part of (a) herd, which makes it different from mink",Yes
14321,"duck is a meat or animal, which makes it different from potato",Yes
7410,"porcupine can be found on tree, which makes it different from hare",Not Sure
2560,"daughter is a picture of a female, which makes it different from cousin",Yes
14940,"pear is part of (a) group or bunch, which makes it different from plum",Not Sure
3846,"tomato is a n ingredient for sauce, which makes it different from potato",Yes
15015,"squid have (a) legs, which makes it different from salmon",Yes
9117,"orange can be found on a tree or bush, which makes it different from garlic",Yes
5274,"lemon is a citrus fruit, which makes it different from avocado",Yes
11588,"tank is a vessel, which makes it different from rocket",No
8642,"flute is a wind instrument, which makes it different from violin",Yes
13727,"cat can be used for food products, which makes it different from rabbit",No
12801,"gun have (a) finger trigger, which makes it different from tank",Yes
11216,"vulture have (a) large wingspan, which makes it different from woodpecker",Yes
15032,"door is made of wood, which makes it different from wall",Yes
8461,"olive is green, which makes it different from lemon",Not Sure
3993,"kettle can fit a puppy inside, which makes it different from dishwasher",No
15200,"hawk is a predator, which makes it different from parakeet",Yes
395,"shotgun can be held in a hand, which makes it different from cannon",Yes
13738,"tiger is a like a cat, which makes it different from buffalo",Yes
8068,"cod is a water animal, which makes it different from asparagus",Yes
13919,"shoes can be found foot, which makes it different from skirt",Yes
7589,"lobster have (a) legs, which makes it different from mackerel",Yes
13495,"helicopter can fly, which makes it different from boat",Yes
13238,"sink can be found on a countertop, which makes it different from dishwasher",Yes
13760,"cherry have (a) stone, which makes it different from cranberry",Yes
374,"tank is a vessel, which makes it different from gun",Yes
4720,"faucet can control the flow of liquid, which makes it different from mixer",Yes
