reference_id,candidate_statement,valid,Remarks
1548,cherry and orange can be discriminated with pit,Valid,
1553,eggplant and beans can be discriminated with seeds,Valid,
1554,lemon and olive can be discriminated with seeds,Valid,
3096,vulture and woodpecker can be discriminated with claws,Valid,
3364,drill and hose can be discriminated with bits,Valid,
1559,kettle and oven can be discriminated with plastic,Valid,
1561,crocodile and deer can be discriminated with scales,Valid,
2230,avocado and pepper can be discriminated with seeds,Valid,
1563,trombone and banjo can be discriminated with large,Valid,
1573,coat and jeans can be discriminated with wool,Valid,
1576,tomato and pepper can be discriminated with seeds,Valid,
1581,skin and nail can be discriminated with soft,Valid,
1586,catfish and eel can be discriminated with garbage,Invalid,One can eat garbage?
3177,catfish and eel can be discriminated with fins,Valid,
1587,butter and milk can be discriminated with fat,Valid,
1588,wheel and screws can be discriminated with rubber,Valid,
2137,wheel and screws can be discriminated with rims,Valid,
1595,dress and shoes can be discriminated with sleeves,Valid,
1601,caterpillar and wasp can be discriminated with long,Valid,
2849,skis and skateboard can be discriminated with bindings,Valid,
2426,lemon and pineapple can be discriminated with seeds,Valid,
1607,plum and strawberry can be discriminated with pit,Valid,
1609,giraffe and elephant can be discriminated with yellow,Valid,
3207,orange and olive can be discriminated with pulp,Valid,
1615,cherry and banana can be discriminated with pit,Valid,
1616,bison and deer can be discriminated with herds,Valid,
1619,scissors and chisel can be discriminated with blades,Valid,
2387,avocado and celery can be discriminated with pit,Valid,
1622,snail and spider can be discriminated with slow,Valid,
1626,cat and rabbit can be discriminated with mice,Valid,
1628,grapefruit and pear can be discriminated with seeds,Valid,
3272,grapefruit and pear can be discriminated with sections,Valid,
1630,bed and pine can be discriminated with springs,Valid,
2942,bed and pine can be discriminated with spring,Valid,
1632,tiger and horse can be discriminated with claws,Valid,
1935,leg and toe can be discriminated with strong,Valid,
1644,leopard and deer can be discriminated with spots,Valid,
1649,gown and trousers can be discriminated with silk,Invalid,trousers may be also made of silk?
2552,toaster and oven can be discriminated with electrical,Valid,
1657,lime and cherry can be discriminated with seeds,Valid,
1659,falcon and woodpecker can be discriminated with large,Valid,
1662,olive and coconut can be discriminated with pit,Valid,
1663,alligator and elephant can be discriminated with scales,Valid,
1665,bagpipe and flute can be discriminated with bag,Valid,
1666,lime and olive can be discriminated with seeds,Valid,
2692,bolts and wheel can be discriminated with threads,Valid,
2153,lemon and onions can be discriminated with seeds,Valid,
1672,toaster and sink can be discriminated with plug,Valid,
1673,octopus and cod can be discriminated with cups,Valid,
1675,tape and rope can be discriminated with adhesive,Valid,
2009,duck and potato can be discriminated with flies,Valid,
1676,duck and potato can be discriminated with bill,Valid,
1677,bungalow and cottage can be discriminated with levels,Valid,
1681,owl and dove can be discriminated with mice,Valid,
2187,pants and boots can be discriminated with buttons,Valid,
3455,pants and boots can be discriminated with materials,Valid,
1924,pants and boots can be discriminated with seams,Valid,
3852,pants and boots can be discriminated with cuffs,Valid,
3894,trousers and shoes can be discriminated with zippers,Valid,
2049,trousers and shoes can be discriminated with pockets,Valid,
1873,trumpet and flute can be discriminated with gold,Valid,
1693,son and father can be discriminated with young,Valid,
1696,squirrel and beaver can be discriminated with nuts,Valid,
3907,jeans and coat can be discriminated with denim,Valid,
1704,lemon and raspberry can be discriminated with oval,Valid,
1709,mother and girl can be discriminated with adult,Valid,
1714,nose and throat can be discriminated with nostrils,Valid,
2351,cougar and elk can be discriminated with animals,Invalid,which one is not animal?
1719,pear and plum can be discriminated with stem,Valid,
1726,microwave and freezer can be discriminated with shaped,Valid,
1728,roof and tower can be discriminated with flat,Valid,
1735,cow and donkey can be discriminated with grass,Valid,
2295,cow and donkey can be discriminated with manure,Valid,
2196,apartment and bedroom can be discriminated with bedroom,Invalid,
2994,apartment and bedroom can be discriminated with bathroom,Valid,
1747,saxophone and accordion can be discriminated with gold,Valid,
2028,saxophone and accordion can be discriminated with reeds,Valid,
1750,sheep and rabbit can be discriminated with grass,Invalid,They eat different types of grass?
1764,wrist and leg can be discriminated with hand,Valid,
1767,actress and mother can be discriminated with theater,Valid,
2470,hawk and pigeon can be discriminated with rodents,Invalid,
2935,hawk and pigeon can be discriminated with mice,Valid,
1771,eel and salmon can be discriminated with electrical,Valid,
1774,falcon and dove can be discriminated with talons,Valid,
1778,trousers and shirt can be discriminated with zippers,Valid,
1779,drill and barrel can be discriminated with bits,Valid,
1780,door and toilet can be discriminated with wood,Valid,
1783,mother and aunt can be discriminated with child,Invalid,
1788,shrimp and asparagus can be discriminated with swims,Valid,
1791,cottage and chapel can be discriminated with fireplace,Valid,
1795,scarf and blouse can be discriminated with colourful,Invalid,
2955,trout and shrimp can be discriminated with fins,Valid,
2573,hawk and parakeet can be discriminated with rodents,Valid,
1797,hawk and parakeet can be discriminated with mice,Valid,
1798,tractor and wheel can be discriminated with large,Valid,
3946,frog and moth can be discriminated with tongue,Valid,
1808,ant and butterfly can be discriminated with black,Invalid,
1811,king and son can be discriminated with crown,Valid,
2248,buffalo and zebra can be discriminated with horns,Valid,
2981,fridge and cupboard can be discriminated with rectangular,Invalid,"In my opinion, cupboard may be also rectangular"
2038,fridge and cupboard can be discriminated with freezer,Valid,
1818,saxophone and trombone can be discriminated with reeds,Valid,
1824,building and church can be discriminated with cement,Invalid,
1828,bag and skirt can be discriminated with plastic,Valid,
1830,eggplant and celery can be discriminated with purple,Valid,
1831,trumpet and harmonica can be discriminated with valves,Valid,
3073,jeans and dress can be discriminated with denim,Valid,
3529,jeans and dress can be discriminated with pockets,Valid,
3804,jeans and dress can be discriminated with rips,Valid,
3080,butterfly and wasp can be discriminated with colourful,Valid,
3661,plastic and glass can be discriminated with wrap,Valid,
2546,plastic and glass can be discriminated with cheap,Valid,
1844,salmon and lobster can be discriminated with gills,Valid,
1845,pelican and pigeon can be discriminated with large,Valid,
2110,mug and spoon can be discriminated with patterns,Valid,
3805,paintbrush and pen can be discriminated with sizes,Valid,
1852,cello and banjo can be discriminated with large,Valid,
1857,orange and pear can be discriminated with round,Valid,
2803,falcon and pigeon can be discriminated with talons,Valid,
2202,shoes and gown can be discriminated with buckles,Valid,
2456,shoes and gown can be discriminated with suede,Valid,
2748,shoes and gown can be discriminated with laces,Valid,
1861,bungalow and barn can be discriminated with levels,Valid,
1870,lantern and candle can be discriminated with candle,Invalid,
1874,clarinet and harp can be discriminated with long,Valid,
1876,girl and man can be discriminated with female,Valid,
2940,spider and frog can be discriminated with webs,Valid,
1879,pot and bucket can be discriminated with lid,Valid,
1880,cupboard and dishwasher can be discriminated with handles,Valid,
1884,accordion and harmonica can be discriminated with buttons,Valid,
3847,trout and lobster can be discriminated with fins,Valid,
1893,socks and shoes can be discriminated with holes,Invalid,
1894,eagle and duck can be discriminated with bald,Invalid,
2673,orange and cherry can be discriminated with seeds,Valid,
1904,orange and cherry can be discriminated with sections,Valid,
2010,porcupine and skunk can be discriminated with slow,Valid,
1907,blouse and jacket can be discriminated with silk,Valid,
3259,bagpipe and harmonica can be discriminated with plaid,Valid,
1914,lamb and tomato can be discriminated with white,Valid,
3328,frog and cat can be discriminated with insects,Valid,
1918,lime and pepper can be discriminated with seeds,Valid,
1971,cod and crab can be discriminated with gills,Valid,
1925,cod and crab can be discriminated with scales,Valid,
1928,alligator and turtle can be discriminated with scales,Valid,
1929,crayon and pen can be discriminated with colourful,Invalid,
1937,razor and scissors can be discriminated with electrical,Valid,
1939,vulture and parakeet can be discriminated with claws,Valid,
1944,trout and tuna can be discriminated with scales,Valid,
1945,rabbit and mouse can be discriminated with ears,Valid,
2792,trombone and harpsichord can be discriminated with gold,Valid,
1948,cloak and blouse can be discriminated with hood,Valid,
3598,vulture and starling can be discriminated with talons,Valid,
2332,vulture and starling can be discriminated with bald,Valid,
1958,raccoon and fawn can be discriminated with mask,Valid,
1962,gorilla and giraffe can be discriminated with black,Valid,
1963,grapefruit and lemon can be discriminated with pink,Valid,
1966,pliers and knife can be discriminated with sizes,Valid,
3335,raft and jeep can be discriminated with rubber,Valid,
1967,raft and jeep can be discriminated with logs,Valid,
1968,hand and arm can be discriminated with grab,Valid,
1969,house and inn can be discriminated with bathrooms,Invalid,
1973,frog and butterfly can be discriminated with swims,Valid,
1974,mink and coyote can be discriminated with mink,Invalid,
1979,mug and saucer can be discriminated with handle,Valid,
3844,cat and horse can be discriminated with mice,Valid,
3157,skirt and coat can be discriminated with lengths,Valid,
1985,skirt and coat can be discriminated with colourful,Valid,
1996,gorilla and bison can be discriminated with bananas,Valid,
2836,bolts and clamp can be discriminated with threads,Valid,
2605,cupboard and toilet can be discriminated with shelves,Valid,
3676,necklace and dress can be discriminated with charm,Invalid,
3668,necklace and dress can be discriminated with beads,Valid,
2012,necklace and dress can be discriminated with clasp,Valid,
2016,otter and raccoon can be discriminated with swims,Valid,
2019,mouth and nose can be discriminated with tongue,Valid,
3378,rabbit and lamb can be discriminated with ears,Valid,
2811,church and inn can be discriminated with seats,Valid,
2157,canoe and sailboat can be discriminated with fibreglass,Valid,
3733,canoe and sailboat can be discriminated with thin,Valid,
3251,seagull and hawk can be discriminated with manure,Valid,
3355,blender and fridge can be discriminated with electronic,Invalid,
2037,blender and fridge can be discriminated with container,Valid,
3393,zebra and buffalo can be discriminated with striped,Valid,
2092,helicopter and boat can be discriminated with hovers,Valid,
3065,helicopter and boat can be discriminated with propellers,Valid,
2045,gun and grenade can be discriminated with trigger,Valid,
2617,camel and rabbit can be discriminated with hump,Valid,
3617,camel and rabbit can be discriminated with beige,Valid,
2051,tuna and chicken can be discriminated with gills,Valid,
2261,pen and knife can be discriminated with ink,Valid,
2055,celery and tomato can be discriminated with stalks,Valid,
2152,garlic and pepper can be discriminated with cloves,Valid,
2059,cockroach and flea can be discriminated with brown,Invalid,
3875,trombone and harp can be discriminated with gold,Valid,
2067,squid and lobster can be discriminated with ink,Valid,
3226,duck and onions can be discriminated with flies,Valid,
2393,duck and onions can be discriminated with bill,Valid,
2091,socks and pants can be discriminated with holes,Invalid,
2094,cheetah and hyena can be discriminated with spots,Valid,
2107,brush and comb can be discriminated with bristles,Valid,
3691,cherry and avocado can be discriminated with stem,Valid,
3784,flute and clarinet can be discriminated with thin,Invalid,
2116,pear and avocado can be discriminated with white,Valid,
2117,pipe and barrel can be discriminated with long,Invalid,
2123,trumpet and clarinet can be discriminated with gold,Valid,
2128,caterpillar and worm can be discriminated with colourful,Valid,
2133,elephant and dog can be discriminated with tusks,Valid,
2977,elephant and dog can be discriminated with trunk,Valid,
2134,sink and cupboard can be discriminated with drain,Valid,
2138,wife and father can be discriminated with female,Valid,
2146,prince and brother can be discriminated with royalty,Valid,
3734,jeans and jacket can be discriminated with fades,Valid,
2888,jeans and jacket can be discriminated with rips,Valid,
2156,bag and pants can be discriminated with handles,Valid,
2893,boy and woman can be discriminated with young,Valid,
2165,raccoon and beaver can be discriminated with mask,Valid,
2166,paintbrush and scissors can be discriminated with bristles,Valid,
2168,piano and harp can be discriminated with pedals,Valid,
2193,skirt and jeans can be discriminated with materials,Valid,
2171,skirt and jeans can be discriminated with pleats,Valid,
2172,tiger and elephant can be discriminated with claws,Valid,
2173,eagle and sparrow can be discriminated with bald,Invalid,I think they are both bald
2174,tuna and shrimp can be discriminated with gills,Valid,
3403,blender and freezer can be discriminated with electronic,Invalid,
3088,blender and freezer can be discriminated with container,Valid,
3061,skunk and alligator can be discriminated with stripe,Valid,
2182,peach and pineapple can be discriminated with pit,Valid,
2185,sink and toilet can be discriminated with enamel,Invalid,
2191,prune and plum can be discriminated with dried,Valid,
3330,prune and plum can be discriminated with wrinkled,Valid,
2201,neck and nose can be discriminated with wide,Valid,
3878,dog and elephant can be discriminated with chases,Valid,
2214,strawberry and pineapple can be discriminated with seeds,Valid,
2215,arm and shoulder can be discriminated with hand,Valid,
2218,rabbit and dog can be discriminated with ears,Valid,
2220,mink and deer can be discriminated with animals,Invalid,I think both are animals
2221,liver and blood can be discriminated with organ,Valid,
3649,onions and beans can be discriminated with bulbs,Valid,
2232,lemon and celery can be discriminated with oval,Valid,
3382,sink and stove can be discriminated with enamel,Valid,
2236,sink and stove can be discriminated with porcelain,Valid,
2966,kettle and pot can be discriminated with spout,Valid,
3563,kettle and pot can be discriminated with plug,Valid,
2239,olive and pepper can be discriminated with oval,Valid,
2240,saxophone and banjo can be discriminated with mouthpiece,Valid,
2654,vulture and duck can be discriminated with talons,Valid,
2241,vulture and duck can be discriminated with bald,Valid,
2242,piano and saxophone can be discriminated with wood,Valid,
2247,goat and chicken can be discriminated with milk,Valid,
2250,rabbit and coyote can be discriminated with ears,Valid,
2255,pear and coconut can be discriminated with yellow,Valid,
2260,eagle and pelican can be discriminated with bald,Invalid,
2266,toilet and cupboard can be discriminated with porcelain,Valid,
2267,garlic and beans can be discriminated with bulbs,Valid,
2270,blouse and pants can be discriminated with sleeves,Valid,
3912,blouse and pants can be discriminated with silk,Invalid,Both can be made up of silk
2963,orange and banana can be discriminated with seeds,Valid,
2280,eel and crab can be discriminated with electrical,Valid,
3631,coconut and garlic can be discriminated with milk,Valid,
3577,raccoon and porcupine can be discriminated with garbage,Invalid,One can eat garbage?
2294,gown and jacket can be discriminated with silk,Valid,
3853,balloon and boat can be discriminated with expands,Valid,
3771,balloon and boat can be discriminated with colourful,Valid,
3801,bagpipe and harpsichord can be discriminated with plaid,Valid,
2959,shirt and dress can be discriminated with collar,Valid,
2308,corn and tomato can be discriminated with yellow,Valid,
2310,wasp and cockroach can be discriminated with stings,Valid,
2315,orange and lime can be discriminated with pulp,Valid,
2319,ceiling and floor can be discriminated with high,Valid,
2321,eggplant and avocado can be discriminated with purple,Valid,
3296,door and curtains can be discriminated with knob,Valid,
2326,door and curtains can be discriminated with lock,Valid,
2330,hose and plug can be discriminated with long,Valid,
3790,parakeet and starling can be discriminated with seeds,Valid,
2344,mixer and tap can be discriminated with electrical,Valid,
3299,mixer and tap can be discriminated with blades,Valid,
2346,crocodile and zebra can be discriminated with scales,Valid,
2352,aunt and wife can be discriminated with uncle,Valid,
2356,donkey and cat can be discriminated with hooves,Valid,
2362,flute and trombone can be discriminated with holes,Valid,
3579,bagpipe and saxophone can be discriminated with plaid,Valid,
2621,cat and frog can be discriminated with mice,Valid,
2368,deer and squirrel can be discriminated with hooves,Valid,
2385,sauce and steak can be discriminated with liquid,Valid,
2394,mother and princess can be discriminated with son,Valid,
3769,shirt and jeans can be discriminated with sleeves,Valid,
2401,parakeet and pigeon can be discriminated with seeds,Valid,
2403,trombone and harmonica can be discriminated with long,Valid,
2409,lamb and onions can be discriminated with grass,Valid,
3236,dog and goat can be discriminated with cats,Invalid,"Dog and cat are more similar, but not discriminative"
2417,seagull and pigeon can be discriminated with garbage,Invalid,One can eat garbage?
3128,coat and blouse can be discriminated with materials,Valid,
3352,coat and blouse can be discriminated with zipper,Valid,
2422,banana and avocado can be discriminated with yellow,Valid,
2436,knee and foot can be discriminated with hard,Valid,
3815,rabbit and mink can be discriminated with carrots,Valid,
3465,rabbit and mink can be discriminated with hops,Valid,
3590,sofa and curtains can be discriminated with cushions,Valid,
2970,parakeet and dove can be discriminated with colourful,Valid,
2451,eagle and dove can be discriminated with claws,Valid,
2599,crocodile and iguana can be discriminated with animals,Invalid,I think they are both animals
2461,inn and cottage can be discriminated with beds,Invalid,
2465,gun and tank can be discriminated with trigger,Valid,
2989,kettle and dishwasher can be discriminated with spout,Valid,
2469,ladle and colander can be discriminated with handle,Valid,
2481,princess and mother can be discriminated with royal,Valid,
2798,pants and blouse can be discriminated with zippers,Valid,
2826,pants and blouse can be discriminated with loops,Valid,
2620,pants and blouse can be discriminated with pockets,Valid,
2488,oven and stove can be discriminated with control,Valid,
2491,catfish and salmon can be discriminated with garbage,Invalid,One can eat garbage?
2494,knees and neck can be discriminated with low,Valid,
2498,finger and toe can be discriminated with hand,Valid,
3560,helicopter and ship can be discriminated with blades,Valid,
2728,helicopter and ship can be discriminated with flies,Valid,
2514,squirrel and hare can be discriminated with nuts,Valid,
2521,gorilla and crocodile can be discriminated with bananas,Valid,
2528,tuba and banjo can be discriminated with gold,Valid,
2529,snail and worm can be discriminated with antennae,Valid,
2538,squirrel and raccoon can be discriminated with nuts,Valid,
2543,brush and scissors can be discriminated with bristles,Valid,
2547,turtle and elephant can be discriminated with slow,Valid,
2553,canoe and bike can be discriminated with bark,Valid,
2717,grapefruit and avocado can be discriminated with large,Valid,
2560,squid and chicken can be discriminated with ink,Valid,
2561,worm and beetle can be discriminated with wiggles,Valid,
2563,tomato and broccoli can be discriminated with red,Valid,
2565,pipe and rope can be discriminated with copper,Valid,
2566,elk and buffalo can be discriminated with antlers,Valid,
2699,paintbrush and pencil can be discriminated with sizes,Valid,
2574,crab and mackerel can be discriminated with sideways,Valid,
3281,bedroom and apartment can be discriminated with closet,Invalid,
2581,crab and chicken can be discriminated with sideways,Valid,
2583,beetle and worm can be discriminated with black,Valid,
2590,vulture and hawk can be discriminated with bald,Valid,
2619,octopus and mackerel can be discriminated with tentacles,Valid,
2600,moth and frog can be discriminated with flies,Valid,
2603,clarinet and piano can be discriminated with reeds,Valid,
2613,cottage and bedroom can be discriminated with fireplace,Valid,
2618,toaster and dishwasher can be discriminated with plug,Invalid,
2626,squid and asparagus can be discriminated with ink,Valid,
2628,peach and orange can be discriminated with pit,Valid,
2636,daughter and aunt can be discriminated with school,Invalid,
2637,pear and lemon can be discriminated with stem,Valid,
3048,turtle and iguana can be discriminated with slowly,Valid,
2649,lantern and chandelier can be discriminated with candle,Valid,
2652,celery and beans can be discriminated with stringy,Valid,
2658,pineapple and plum can be discriminated with yellow,Valid,
2661,beetle and butterfly can be discriminated with crawls,Valid,
2667,accordion and piano can be discriminated with buttons,Valid,
2670,skin and body can be discriminated with exterior,Valid,
2672,pigeon and eagle can be discriminated with manure,Valid,
2675,scooter and skateboard can be discriminated with slow,Invalid,
2681,chicken and asparagus can be discriminated with flies,Valid,
2683,cherry and cranberry can be discriminated with pit,Valid,
2684,flea and cat can be discriminated with bites,Valid,
3180,drill and pipe can be discriminated with electrical,Valid,
2691,hair and nail can be discriminated with curly,Valid,
2704,pepper and tomato can be discriminated with pieces,Valid,
2707,father and wife can be discriminated with older,Invalid,
2711,cannon and gun can be discriminated with balls,Valid,
2716,sister and daughter can be discriminated with brother,Invalid,
2729,trumpet and harpsichord can be discriminated with gold,Valid,
2730,gorilla and zebra can be discriminated with bananas,Valid,
2731,saxophone and trumpet can be discriminated with reeds,Valid,
2738,barrel and pistol can be discriminated with lid,Valid,
2743,deer and beaver can be discriminated with antlers,Valid,
2752,house and chapel can be discriminated with bedrooms,Valid,
2840,flute and trumpet can be discriminated with thin,Valid,
2756,vulture and stork can be discriminated with talons,Valid,
2804,vulture and stork can be discriminated with bald,Valid,
2760,shirt and trousers can be discriminated with collar,Valid,
3496,house and cottage can be discriminated with bathrooms,Valid,
2769,kettle and microwave can be discriminated with spout,Valid,
2775,woman and worker can be discriminated with female,Invalid,
2872,flute and harmonica can be discriminated with holes,Valid,
2782,barrel and tray can be discriminated with large,Valid,I think this statement is weird
2793,shoulder and finger can be discriminated with large,Valid,I think this statement is weird
2799,elbow and leg can be discriminated with pointy,Valid,
2800,kettle and sink can be discriminated with electrical,Valid,
2801,barrel and plate can be discriminated with large,Valid,I think this statement is weird
3857,boat and canoe can be discriminated with sails,Valid,
2808,knees and leg can be discriminated with rounded,Valid,
2810,barrel and rifle can be discriminated with wood,Valid,
2816,knee and shoulder can be discriminated with low,Valid,
2819,grapefruit and cranberry can be discriminated with seeds,Valid,
3142,grapefruit and cranberry can be discriminated with sections,Valid,
2822,raspberry and plum can be discriminated with seeds,Valid,
3182,rifle and grenade can be discriminated with barrel,Valid,
3665,kettle and stove can be discriminated with spout,Valid,
3536,porcupine and squirrel can be discriminated with quills,Valid,
2847,stove and cupboard can be discriminated with electrical,Valid,
2855,beans and coconut can be discriminated with pods,Valid,
2863,ceiling and window can be discriminated with paint,Valid,
2865,porcupine and rabbit can be discriminated with slow,Valid,
2873,frog and spider can be discriminated with swims,Valid,
3456,mug and kettle can be discriminated with patterns,Invalid,
3622,scissors and pencil can be discriminated with handles,Valid,
2889,boy and man can be discriminated with young,Valid,
2894,ankle and shoulder can be discriminated with foot,Valid,
2897,finger and tongue can be discriminated with bones,Valid,
2903,ankle and forearm can be discriminated with leg,Valid,
2907,lobster and salmon can be discriminated with claws,Valid,
3006,radio and magazine can be discriminated with dials,Valid,
2919,radio and magazine can be discriminated with antenna,Valid,
2921,tuba and harpsichord can be discriminated with gold,Valid,
3715,scissors and screwdriver can be discriminated with blades,Valid,
2927,ankle and arm can be discriminated with feet,Valid,
2933,raccoon and mink can be discriminated with mask,Valid,
2934,church and bridge can be discriminated with alter,Valid,What is alter? 
2941,gorilla and leopard can be discriminated with bananas,Valid,
2944,building and cottage can be discriminated with cement,Valid,
2949,razor and knife can be discriminated with electrical,Valid,
2956,saxophone and clarinet can be discriminated with gold,Valid,
2957,daughter and father can be discriminated with female,Valid,
2967,flute and violin can be discriminated with holes,Valid,
2978,pony and dog can be discriminated with hay,Valid,
2983,accordion and tuba can be discriminated with buttons,Valid,
3810,snail and frog can be discriminated with antennae,Valid,
2991,gorilla and elephant can be discriminated with black,Valid,
3001,deer and rabbit can be discriminated with antlers,Valid,
3004,vulture and buzzard can be discriminated with talons,Valid,
3018,vulture and buzzard can be discriminated with bald,Valid,
3010,coconut and avocado can be discriminated with milk,Valid,
3153,pot and spoon can be discriminated with sizes,Valid,
3027,raspberry and coconut can be discriminated with seeds,Valid,
3032,grapefruit and peach can be discriminated with large,Invalid,
3038,wasp and butterfly can be discriminated with stinger,Valid,
3040,mother and daughter can be discriminated with old,Valid,
3046,mug and tray can be discriminated with patterns,Valid,
3052,falcon and sparrow can be discriminated with talons,Valid,
3225,spider and caterpillar can be discriminated with insects,Valid,
3066,trombone and flute can be discriminated with gold,Valid,
3067,kettle and blender can be discriminated with plug,Invalid,
3068,squid and eel can be discriminated with ink,Valid,
3078,uncle and prince can be discriminated with family,Valid,
3081,raspberry and pineapple can be discriminated with seeds,Valid,
3089,cheetah and bison can be discriminated with spots,Valid,
3760,avocado and pineapple can be discriminated with pit,Valid,
3092,banana and coconut can be discriminated with long,Valid,I think this is weird
3100,wasp and spider can be discriminated with stings,Valid,
3104,catfish and perch can be discriminated with garbage,Invalid,Only catfish eat garbage?
3108,tape and hose can be discriminated with rolls,Valid,
3115,cougar and buffalo can be discriminated with animals,Invalid,I think they are both animals
3117,building and chapel can be discriminated with cement,Invalid,
3437,tray and oven can be discriminated with square,Invalid,
3122,donkey and sheep can be discriminated with ears,Valid,
3127,hawk and kite can be discriminated with eyes,Valid,
3131,beans and garlic can be discriminated with pods,Valid,
3136,skunk and hare can be discriminated with stripe,Valid,
3140,clarinet and harpsichord can be discriminated with long,Valid,
3146,owl and pigeon can be discriminated with mice,Valid,
3307,falcon and stork can be discriminated with talons,Valid,
3149,mink and skunk can be discriminated with animals,Invalid,I think they are both animals
3151,bison and zebra can be discriminated with brown,Valid,
3158,cheetah and buffalo can be discriminated with spots,Valid,
3161,snail and crocodile can be discriminated with slow,Valid,
3181,elk and cougar can be discriminated with herds,Valid,
3183,finger and elbow can be discriminated with nail,Valid,
3188,leg and finger can be discriminated with foot,Valid,
3198,bag and shoes can be discriminated with handles,Valid,
3203,wrist and arm can be discriminated with watch,Valid,
3381,avocado and garlic can be discriminated with pit,Valid,
3213,gun and cannon can be discriminated with trigger,Valid,
3621,hare and otter can be discriminated with ears,Valid,
3217,chapel and bridge can be discriminated with seats,Valid,
3223,walls and tower can be discriminated with low,Valid,I think this seems also weird
3228,chandelier and lamp can be discriminated with crystal,Valid,
3338,chandelier and lamp can be discriminated with sparkly,Valid,
3230,beetle and ant can be discriminated with flies,Valid,
3237,bedroom and bungalow can be discriminated with dresser,Invalid,
3944,bag and coat can be discriminated with handles,Valid,
3255,squirrel and rabbit can be discriminated with nuts,Valid,
3260,owl and starling can be discriminated with mice,Valid,
3261,bedroom and bed can be discriminated with dresser,Valid,
3274,wrist and hand can be discriminated with joint,Valid,
3278,pineapple and strawberry can be discriminated with yellow,Valid,
3290,ankle and foot can be discriminated with weights,Invalid,I think this is weird
3293,trumpet and tuba can be discriminated with valves,Valid,
3304,clarinet and trombone can be discriminated with reeds,Valid,
3308,guitar and saxophone can be discriminated with hole,Valid,
3317,sauce and butter can be discriminated with liquid,Valid,
3325,giraffe and zebra can be discriminated with spots,Valid,
3339,cupboard and fridge can be discriminated with handles,Invalid,
3346,nurse and doctor can be discriminated with female,Invalid,
3353,zebra and tiger can be discriminated with hooves,Valid,
3357,crab and shrimp can be discriminated with claws,Valid,
3619,rabbit and raccoon can be discriminated with ears,Valid,
3564,bottle and bucket can be discriminated with lid,Valid,
3367,lemon and tomato can be discriminated with oval,Invalid,
3377,chapel and cathedral can be discriminated with seats,Invalid,They have different style of seats?
3409,cherry and lemon can be discriminated with round,Valid,
3412,raccoon and skunk can be discriminated with mask,Valid,
3899,crayon and brush can be discriminated with wax,Valid,
3794,actress and daughter can be discriminated with theater,Valid,
3422,clarinet and cello can be discriminated with reeds,Valid,
3510,drill and wheel can be discriminated with bits,Valid,
3432,mink and elk can be discriminated with animals,Invalid,I think they are both animals
3436,thigh and neck can be discriminated with leg,Valid,
3444,wife and girl can be discriminated with married,Valid,
3449,harpsichord and flute can be discriminated with large,Valid,A little weird
3454,flute and harpsichord can be discriminated with holes,Valid,
3462,thigh and toe can be discriminated with fat,Valid,
3474,strawberry and cherry can be discriminated with seeds,Valid,
3478,pony and donkey can be discriminated with hay,Valid,
3497,elk and beaver can be discriminated with herds,Valid,
3487,tuba and harmonica can be discriminated with gold,Valid,
3850,rabbit and otter can be discriminated with carrots,Valid,
3500,rabbit and otter can be discriminated with hops,Valid,
3910,belt and hose can be discriminated with buckles,Valid,
3507,bridge and inn can be discriminated with long,Valid,
3517,finger and foot can be discriminated with hand,Valid,
3523,muscle and body can be discriminated with strain,Valid,
3534,cockroach and spider can be discriminated with flies,Valid,
3542,tape and stereo can be discriminated with rolls,Valid,
3544,shotgun and barrel can be discriminated with trigger,Valid,
3553,knee and arm can be discriminated with cap,Valid,
3630,mink and otter can be discriminated with animals,Invalid,I think they are both animals
3558,soup and salad can be discriminated with warm,Valid,
3565,mink and squirrel can be discriminated with black,Valid,
3584,crocodile and buffalo can be discriminated with scales,Valid,
3570,cucumber and garlic can be discriminated with seeds,Valid,
3574,strawberry and coconut can be discriminated with seeds,Valid,
3650,flute and accordion can be discriminated with holes,Valid,
3588,lime and celery can be discriminated with seeds,Valid,
3596,elephant and cheetah can be discriminated with large,Valid,
3602,giraffe and buffalo can be discriminated with spots,Valid,
3609,crocodile and giraffe can be discriminated with swims,Valid,
3613,pepper and coconut can be discriminated with pieces,Valid,
3618,cupboard and sink can be discriminated with shelves,Valid,
3620,thigh and elbow can be discriminated with thick,Valid,A little weird
3626,leg and neck can be discriminated with foot,Valid,
3645,clarinet and harmonica can be discriminated with reeds,Valid,
3653,guitar and harmonica can be discriminated with hole,Valid,
3658,cucumber and onions can be discriminated with long,Valid,
3670,daughter and mother can be discriminated with young,Valid,
3680,celery and pepper can be discriminated with long,Valid,
3686,dog and horse can be discriminated with cats,Invalid,"I think dog can be related or closely like cats as a home pet, but this comparison is still weird"
3688,banana and strawberry can be discriminated with yellow,Valid,
3695,avocado and tomato can be discriminated with pit,Valid,
3699,ankle and neck can be discriminated with foot,Valid,
3707,milk and sugar can be discriminated with cow,Valid,
3711,brush and stick can be discriminated with bristles,Valid,
3823,onions and lemon can be discriminated with bulbs,Valid,
3723,olive and tomato can be discriminated with black,Valid,
3731,donkey and deer can be discriminated with ears,Valid,
3856,ant and worm can be discriminated with bites,Valid,
3741,grapefruit and strawberry can be discriminated with large,Valid,
3745,fingers and leg can be discriminated with webbed,Valid,
