reference_id,candidate_statement,valid,Remarks
1941,shoes and bag can be discriminated with soles,Valid,
1536,cheetah and cougar can be discriminated with spots,Valid,
1639,ant and spider can be discriminated with bites,Invalid,
1547,trombone and saxophone can be discriminated with large,Invalid,
1695,cherry and orange can be discriminated with stem,Valid,
3063,eggplant and beans can be discriminated with purple,Valid,
1555,vulture and woodpecker can be discriminated with talons,Valid,
2390,vulture and woodpecker can be discriminated with bald,Valid,
1556,drill and hose can be discriminated with electrical,Valid,
2534,crocodile and deer can be discriminated with animals,Invalid,
1562,avocado and pepper can be discriminated with pit,Valid,
1702,trombone and banjo can be discriminated with brass,Valid,
3716,trombone and banjo can be discriminated with long,Invalid,
1575,tuba and violin can be discriminated with gold,Valid,
1577,dress and jeans can be discriminated with sleeves,Valid,
1582,raspberry and cranberry can be discriminated with seeds,Valid,
3683,catfish and eel can be discriminated with gills,Valid,
2533,catfish and eel can be discriminated with scales,Valid,
1689,wheel and screws can be discriminated with spokes,Valid,
3672,wheel and screws can be discriminated with rolls,Valid,
1593,leopard and crocodile can be discriminated with spots,Valid,
1599,trumpet and trombone can be discriminated with valves,Valid,
1603,skis and skateboard can be discriminated with thin,Invalid,
1605,screwdriver and razor can be discriminated with heads,Valid,
1606,lemon and pineapple can be discriminated with oval,Valid,
3459,plum and strawberry can be discriminated with purple,Valid,
1610,orange and olive can be discriminated with seeds,Valid,
1800,orange and olive can be discriminated with sections,Valid,
2316,cherry and banana can be discriminated with stem,Valid,
1786,scissors and chisel can be discriminated with handles,Valid,
1621,avocado and celery can be discriminated with seeds,Valid,
2487,snail and spider can be discriminated with antennae,Valid,
1682,cat and rabbit can be discriminated with claws,Valid,
2608,cat and rabbit can be discriminated with paws,Valid,
2721,grapefruit and pear can be discriminated with pulp,Valid,
1745,bed and pine can be discriminated with sizes,Invalid,
1987,bed and pine can be discriminated with headboard,Valid,
3314,bed and pine can be discriminated with mattress,Valid,
1637,raspberry and peach can be discriminated with seeds,Valid,
1638,leg and toe can be discriminated with muscle,Valid,
1647,spear and spade can be discriminated with thin,Valid,
1650,toaster and oven can be discriminated with plug,Valid,
1656,cheetah and gorilla can be discriminated with spots,Valid,
1658,horse and sheep can be discriminated with large,Valid,
1660,oven and kettle can be discriminated with control,Valid,
1724,olive and coconut can be discriminated with oval,Valid,
1664,leg and ankle can be discriminated with knee,Valid,
2638,bagpipe and flute can be discriminated with plaid,Valid,
1667,bolts and wheel can be discriminated with sizes,Invalid,
1668,tuna and lobster can be discriminated with large,Valid,
1670,lemon and onions can be discriminated with oval,Valid,
1938,toaster and sink can be discriminated with electrical,Valid,
1705,octopus and cod can be discriminated with ink,Valid,
2992,tape and rope can be discriminated with transparent,Valid,
3632,duck and potato can be discriminated with waddles,Valid,
2043,bungalow and cottage can be discriminated with basement,Invalid,
1680,pony and goat can be discriminated with hay,Valid,
1683,roof and floor can be discriminated with top,Valid,
3901,pants and boots can be discriminated with zippers,Invalid,
1722,pants and boots can be discriminated with loops,Valid,
1685,pants and boots can be discriminated with pockets,Valid,
1686,trousers and shoes can be discriminated with buttons,Valid,
3485,trousers and shoes can be discriminated with cuffs,Valid,
1691,zebra and catfish can be discriminated with herds,Valid,
1692,trumpet and flute can be discriminated with valves,Valid,
1694,mother and wife can be discriminated with son,Valid,
2060,jeans and coat can be discriminated with fades,Valid,
1700,jeans and coat can be discriminated with rips,Valid,
1706,horse and dog can be discriminated with hooves,Valid,
1710,skateboard and skis can be discriminated with wheels,Valid,
2645,nose and throat can be discriminated with perfume,Valid,
1718,cougar and elk can be discriminated with claws,Valid,
1723,barrel and gun can be discriminated with wood,Valid,
2505,microwave and freezer can be discriminated with turntable,Valid,
1730,razor and chisel can be discriminated with electrical,Valid,
3279,cow and donkey can be discriminated with udder,Valid,
3793,apartment and bedroom can be discriminated with bedrooms,Invalid,
1738,apartment and bedroom can be discriminated with balcony,Valid,
1743,accordion and saxophone can be discriminated with buttons,Valid,
3129,saxophone and accordion can be discriminated with mouthpiece,Valid,
1749,pepper and onions can be discriminated with pieces,Invalid,
1752,squid and cod can be discriminated with ink,Valid,
1993,actress and mother can be discriminated with movie,Valid,
2747,actress and mother can be discriminated with star,Valid,
1769,hawk and pigeon can be discriminated with claws,Valid,
3254,hawk and pigeon can be discriminated with soars,Valid,
2936,falcon and dove can be discriminated with rodents,Valid,
1777,nose and mouth can be discriminated with long,Valid,
3362,trousers and shirt can be discriminated with cuffs,Valid,
2734,drill and barrel can be discriminated with electrical,Valid,
1782,razor and pliers can be discriminated with electrical,Valid,
1784,dishwasher and fridge can be discriminated with buttons,Valid,
1789,steak and sandwich can be discriminated with bone,Invalid,
1793,oven and cupboard can be discriminated with control,Valid,
2340,trout and shrimp can be discriminated with gills,Valid,
1796,trout and shrimp can be discriminated with scales,Valid,
2562,hawk and parakeet can be discriminated with claws,Valid,
1843,hawk and parakeet can be discriminated with soars,Valid,
1799,chicken and salmon can be discriminated with wings,Valid,
1803,frog and moth can be discriminated with swims,Valid,
1809,skis and canoe can be discriminated with bindings,Valid,
1812,buffalo and zebra can be discriminated with large,Invalid,
2856,fridge and cupboard can be discriminated with electrical,Valid,
1815,fridge and cupboard can be discriminated with drawers,Invalid,
3345,saxophone and trombone can be discriminated with mouthpiece,Valid,
1821,toaster and stove can be discriminated with plug,Valid,
1827,alligator and porcupine can be discriminated with scales,Valid,
3227,eggplant and celery can be discriminated with seeds,Valid,
1984,trumpet and harmonica can be discriminated with gold,Valid,
1834,jeans and dress can be discriminated with buttons,Valid,
2149,jeans and dress can be discriminated with zipper,Valid,
2448,jeans and dress can be discriminated with fades,Valid,
1836,butterfly and wasp can be discriminated with antennae,Valid,
1837,neck and finger can be discriminated with thick,Invalid,
1838,plastic and glass can be discriminated with film,Valid,
2972,salmon and lobster can be discriminated with fins,Valid,
1936,pelican and pigeon can be discriminated with white,Valid,
1846,mug and spoon can be discriminated with message,Invalid,
1849,skin and eye can be discriminated with soft,Valid,
1851,paintbrush and pen can be discriminated with bristles,Valid,
1854,owl and woodpecker can be discriminated with mice,Valid,
1859,falcon and pigeon can be discriminated with rodents,Valid,
1860,shoes and gown can be discriminated with heels,Valid,
2939,shoes and gown can be discriminated with sizes,Invalid,
3849,shoes and gown can be discriminated with soles,Valid,
2357,bungalow and barn can be discriminated with basement,Invalid,
1868,avocado and eggplant can be discriminated with pit,Valid,
1871,elk and squirrel can be discriminated with large,Valid,
1875,daughter and princess can be discriminated with relative,Valid,
1878,spider and frog can be discriminated with crawls,Valid,
1896,pot and bucket can be discriminated with sizes,Invalid,
2758,cupboard and dishwasher can be discriminated with shelves,Valid,
1881,socks and dress can be discriminated with holes,Valid,
3532,trout and lobster can be discriminated with gills,Valid,
1889,trout and lobster can be discriminated with scales,Valid,
1920,eagle and duck can be discriminated with claws,Valid,
1901,sailboat and canoe can be discriminated with large,Valid,
3316,orange and cherry can be discriminated with pulp,Valid,
1905,porcupine and skunk can be discriminated with quills,Valid,
2204,blouse and jacket can be discriminated with collar,Invalid,
1910,bagpipe and harmonica can be discriminated with bag,Valid,
1911,beaver and mink can be discriminated with wood,Valid,
3860,frog and cat can be discriminated with flies,Valid,
1915,frog and cat can be discriminated with hops,Valid,
1921,giraffe and bison can be discriminated with tall,Valid,
3336,cod and crab can be discriminated with fins,Valid,
1926,walls and ceiling can be discriminated with brick,Valid,
2973,crayon and pen can be discriminated with wax,Valid,
1932,owl and parakeet can be discriminated with mice,Valid,
3262,vulture and parakeet can be discriminated with talons,Valid,
2360,vulture and parakeet can be discriminated with bald,Valid,
2472,rabbit and mouse can be discriminated with carrots,Valid,
3373,rabbit and mouse can be discriminated with hops,Valid,
1947,trombone and harpsichord can be discriminated with valve,Valid,
1953,cousin and prince can be discriminated with female,Valid,"cousin can be female, but prince is male?"
1956,vulture and starling can be discriminated with claws,Valid,
2007,raccoon and fawn can be discriminated with garbage,Valid,
1959,clarinet and banjo can be discriminated with reeds,Valid,
3862,grapefruit and lemon can be discriminated with large,Valid,
1965,finger and arm can be discriminated with nail,Valid,
2119,pliers and knife can be discriminated with handles,Valid,
3244,raft and jeep can be discriminated with floats,Valid,
3011,raft and jeep can be discriminated with square,Invalid,
2071,house and inn can be discriminated with bedrooms,Invalid,
1972,neck and leg can be discriminated with spine,Valid,
3029,mink and coyote can be discriminated with animals,Invalid,
1977,bathroom and room can be discriminated with toilet,Valid,
2928,cat and horse can be discriminated with claws,Valid,
1980,cat and horse can be discriminated with paws,Valid,
2135,skirt and coat can be discriminated with pleats,Valid,
1989,sheep and deer can be discriminated with grass,Valid,
2000,bolts and clamp can be discriminated with sizes,Invalid,
2001,bison and sheep can be discriminated with large,Valid,
2005,cupboard and toilet can be discriminated with handles,Valid,
3659,necklace and dress can be discriminated with gold,Valid,
3615,necklace and dress can be discriminated with diamonds,Valid,
2226,necklace and dress can be discriminated with pearls,Valid,
2017,chapel and cottage can be discriminated with seats,Valid,
2022,rabbit and lamb can be discriminated with carrots,Valid,
2372,rabbit and lamb can be discriminated with hops,Valid,
2024,church and inn can be discriminated with alter,Valid,
2027,canoe and sailboat can be discriminated with tips,Invalid,
2030,seagull and hawk can be discriminated with garbage,Valid,
2031,grenade and pistol can be discriminated with pin,Valid,
2441,blender and fridge can be discriminated with blades,Valid,
2041,pepper and beans can be discriminated with pieces,Invalid,
2042,zebra and buffalo can be discriminated with black,Valid,
2861,helicopter and boat can be discriminated with flies,Valid,
2044,helicopter and boat can be discriminated with blades,Valid,
3594,camel and rabbit can be discriminated with humps,Valid,
2047,camel and rabbit can be discriminated with spits,Valid,
3433,tuna and chicken can be discriminated with fins,Valid,
3055,pen and knife can be discriminated with thin,Invalid,
2052,pen and knife can be discriminated with point,Invalid,
2057,falcon and kite can be discriminated with eyes,Valid,
2058,garlic and pepper can be discriminated with bulbs,Valid,
2061,church and chapel can be discriminated with alter,Invalid,
2066,trombone and harp can be discriminated with valve,Valid,
2070,celery and onions can be discriminated with stalks,Valid,
2076,duck and onions can be discriminated with waddles,Valid,
2090,scarf and coat can be discriminated with colourful,Invalid,
2093,buggy and skateboard can be discriminated with seats,Valid,
2105,grapefruit and garlic can be discriminated with round,Valid,
2111,cherry and avocado can be discriminated with pit,Invalid,
2112,beans and corn can be discriminated with pods,Valid,
2114,flute and clarinet can be discriminated with holes,Valid,
2965,pear and avocado can be discriminated with yellow,Valid,
2121,cod and tuna can be discriminated with scales,Valid,
2629,trumpet and clarinet can be discriminated with valves,Valid,
2131,pine and birch can be discriminated with needles,Valid,
2737,elephant and dog can be discriminated with peanuts,Valid,
3064,sink and cupboard can be discriminated with enamel,Valid,
2298,sink and cupboard can be discriminated with porcelain,Valid,
2145,sheep and bison can be discriminated with grass,Invalid,
2148,grenade and gun can be discriminated with pin,Valid,
2150,jeans and jacket can be discriminated with denim,Valid,
2155,bag and pants can be discriminated with sizes,Invalid,
2164,boy and woman can be discriminated with male,Valid,
3786,raccoon and beaver can be discriminated with garbage,Valid,
3450,paintbrush and scissors can be discriminated with sizes,Invalid,
2167,tuna and cod can be discriminated with large,Invalid,
3384,piano and harp can be discriminated with ivory,Valid,
3135,skirt and jeans can be discriminated with lengths,Invalid,
2207,skirt and jeans can be discriminated with colourful,Valid,
3535,eagle and sparrow can be discriminated with claws,Valid,
2257,tuna and shrimp can be discriminated with fins,Valid,
2177,tomato and olive can be discriminated with seeds,Valid,
2178,blender and freezer can be discriminated with blades,Valid,
2180,skunk and alligator can be discriminated with danger,Invalid,
2181,brush and pencil can be discriminated with bristles,Valid,
2184,knees and finger can be discriminated with leg,Valid,
3430,sink and toilet can be discriminated with drain,Valid,
3252,prune and plum can be discriminated with seeds,Valid,
2194,broccoli and onions can be discriminated with stalks,Valid,
2206,finger and leg can be discriminated with hand,Valid,
2211,dog and elephant can be discriminated with cats,Valid,
2596,arm and shoulder can be discriminated with extend,Valid,
2648,rabbit and dog can be discriminated with carrots,Valid,
3025,rabbit and dog can be discriminated with hops,Valid,
3049,mink and deer can be discriminated with mink,Invalid,
2228,onions and beans can be discriminated with layers,Valid,
3685,lemon and celery can be discriminated with seeds,Valid,
2234,crocodile and camel can be discriminated with swims,Valid,
3231,sink and stove can be discriminated with drain,Valid,
2237,donkey and tiger can be discriminated with ears,Valid,
2238,kettle and pot can be discriminated with electrical,Valid,
2399,olive and pepper can be discriminated with pit,Valid,
3586,saxophone and banjo can be discriminated with gold,Valid,
2879,saxophone and banjo can be discriminated with reeds,Valid,
3933,vulture and duck can be discriminated with claws,Valid,
3210,piano and saxophone can be discriminated with black,Valid,
2244,rocket and gun can be discriminated with flies,Valid,
3126,rabbit and coyote can be discriminated with carrots,Valid,
2530,rabbit and coyote can be discriminated with hops,Valid,
3431,eagle and pelican can be discriminated with claws,Valid,
2265,butter and chocolate can be discriminated with greasy,Valid,
3774,garlic and beans can be discriminated with cloves,Valid,
2269,pistol and barrel can be discriminated with trigger,Valid,
2606,blouse and pants can be discriminated with collar,Valid,
2831,orange and banana can be discriminated with pulp,Valid,
2275,orange and banana can be discriminated with sections,Valid,
2284,coconut and garlic can be discriminated with round,Valid,
2905,coconut and garlic can be discriminated with brown,Valid,
2286,raccoon and porcupine can be discriminated with mask,Valid,
2296,coat and jacket can be discriminated with long,Valid,
2299,balloon and boat can be discriminated with rubber,Valid,
2301,bagpipe and harpsichord can be discriminated with bag,Valid,
2303,shirt and dress can be discriminated with buttons,Valid,
3807,shirt and dress can be discriminated with pockets,Invalid,
2843,wasp and cockroach can be discriminated with stinger,Valid,
2313,arm and elbow can be discriminated with long,Valid,
2609,orange and lime can be discriminated with sections,Valid,
3876,ceiling and floor can be discriminated with lights,Valid,
2323,boy and girl can be discriminated with male,Valid,
3047,door and curtains can be discriminated with hinges,Valid,
2962,door and curtains can be discriminated with rectangular,Valid,
2334,cottage and inn can be discriminated with fireplace,Invalid,
2336,parakeet and starling can be discriminated with colourful,Valid,
2785,mixer and tap can be discriminated with bowls,Valid,
2868,crocodile and zebra can be discriminated with animals,Invalid,
2349,leopard and bison can be discriminated with spots,Valid,
2353,donkey and horse can be discriminated with ears,Valid,
3710,flute and trombone can be discriminated with thin,Valid,
2365,bagpipe and saxophone can be discriminated with bag,Valid,
3800,cat and frog can be discriminated with claws,Valid,
2367,cat and frog can be discriminated with paws,Valid,
2373,cherry and olive can be discriminated with stem,Valid,
3766,sauce and steak can be discriminated with tomato,Valid,
2395,buffalo and elephant can be discriminated with herds,Valid,
2400,shirt and jeans can be discriminated with collar,Valid,
3174,parakeet and pigeon can be discriminated with colourful,Valid,
2405,pepper and olive can be discriminated with pieces,Invalid,
2412,dog and goat can be discriminated with chases,Valid,
2416,pot and bottle can be discriminated with sizes,Invalid,
2418,trumpet and accordion can be discriminated with shiny,Valid,
3453,coat and blouse can be discriminated with hood,Valid,
2421,coat and blouse can be discriminated with pockets,Valid,
2428,screwdriver and spatula can be discriminated with heads,Valid,
2437,pliers and scissors can be discriminated with sizes,Valid,
2438,rabbit and mink can be discriminated with ears,Valid,
2440,sofa and curtains can be discriminated with armrests,Valid,
2444,parakeet and dove can be discriminated with seeds,Valid,
2445,cheetah and crocodile can be discriminated with spots,Valid,
3692,eagle and dove can be discriminated with bald,Valid,
2453,crocodile and iguana can be discriminated with scales,Valid,
2462,beans and onions can be discriminated with pods,Valid,
2466,kettle and dishwasher can be discriminated with plug,Valid,
2467,sister and mother can be discriminated with brother,Valid,
2473,freezer and dishwasher can be discriminated with rectangular,Valid,
2482,lobster and cod can be discriminated with claws,Valid,
2484,pants and blouse can be discriminated with materials,Invalid,
2918,pants and blouse can be discriminated with seams,Valid,
3845,pants and blouse can be discriminated with cuffs,Valid,
2489,goat and sheep can be discriminated with climbs,Invalid,
3490,catfish and salmon can be discriminated with scales,Invalid,
2497,sister and aunt can be discriminated with young,Valid,
2509,alligator and deer can be discriminated with scales,Valid,
2572,helicopter and ship can be discriminated with hovers,Valid,
2511,helicopter and ship can be discriminated with propellers,Invalid,
2518,fridge and microwave can be discriminated with large,Valid,
2525,guitar and trombone can be discriminated with hole,Valid,
3133,snail and worm can be discriminated with slow,Valid,
2531,cousin and princess can be discriminated with kin,Valid,
2539,forearm and shoulder can be discriminated with low,Valid,
3601,turtle and elephant can be discriminated with slowly,Valid,
2551,accordion and harp can be discriminated with buttons,Valid,
2554,lemon and grapefruit can be discriminated with oval,Valid,
2559,grapefruit and avocado can be discriminated with yellow,Valid,
3044,worm and beetle can be discriminated with slithers,Valid,
3295,tomato and broccoli can be discriminated with round,Valid,
3201,pipe and rope can be discriminated with connections,Valid,
2576,pipe and rope can be discriminated with hollow,Valid,
2568,zebra and crocodile can be discriminated with herds,Valid,
2569,paintbrush and pencil can be discriminated with bristles,Valid,
3451,crab and mackerel can be discriminated with claws,Valid,
2579,bedroom and apartment can be discriminated with dresser,Valid,
3097,crab and chicken can be discriminated with claws,Valid,
2818,vulture and hawk can be discriminated with talons,Valid,
2592,octopus and mackerel can be discriminated with large,Valid,
2595,beetle and spider can be discriminated with flies,Valid,
2601,daughter and son can be discriminated with female,Valid,
2612,cousin and wife can be discriminated with male,Valid,
2614,elephant and cat can be discriminated with large,Valid,
2625,snail and turtle can be discriminated with antennae,Valid,
2627,flute and guitar can be discriminated with long,Valid,
2630,strawberry and plum can be discriminated with seeds,Valid,
3331,daughter and aunt can be discriminated with young,Valid,
2641,guitar and clarinet can be discriminated with hole,Valid,
2646,turtle and iguana can be discriminated with slow,Valid,
2650,arm and neck can be discriminated with long,Invalid,
2657,prince and king can be discriminated with young,Valid,
2659,grapefruit and raspberry can be discriminated with yellow,Valid,
2666,actress and girlfriend can be discriminated with movie,Valid,
2668,chapel and inn can be discriminated with seats,Valid,
2671,bison and goat can be discriminated with herds,Valid,
2999,scooter and skateboard can be discriminated with bars,Valid,
2680,lips and brow can be discriminated with wet,Valid,
3488,chicken and asparagus can be discriminated with pecks,Valid,
3045,cherry and cranberry can be discriminated with stem,Valid,
2687,drill and pipe can be discriminated with bits,Valid,
2947,hair and nail can be discriminated with follicle,Valid,
2701,donkey and pony can be discriminated with ears,Valid,
2705,peach and banana can be discriminated with pit,Valid,
2710,peach and coconut can be discriminated with pit,Valid,
3166,cannon and gun can be discriminated with barrel,Valid,
2718,shoulder and hand can be discriminated with heavy,Invalid,
3270,trumpet and harpsichord can be discriminated with valves,Valid,
3257,saxophone and trumpet can be discriminated with mouthpiece,Valid,
3467,barrel and pistol can be discriminated with bands,Valid,
2741,barn and apartment can be discriminated with wood,Valid,
2751,cathedral and chapel can be discriminated with benches,Invalid,
3501,house and chapel can be discriminated with bathrooms,Valid,
2754,flute and trumpet can be discriminated with holes,Valid,
3176,vulture and stork can be discriminated with claws,Valid,
3113,shirt and trousers can be discriminated with sleeves,Valid,
2761,house and cottage can be discriminated with bedrooms,Invalid,
2764,girl and woman can be discriminated with child,Valid,
3012,kettle and microwave can be discriminated with plug,Valid,
2779,flute and harmonica can be discriminated with thin,Valid,
2780,knee and elbow can be discriminated with leg,Valid,
2791,cheetah and zebra can be discriminated with spots,Valid,
2795,toe and nail can be discriminated with hair,Invalid,
2814,kettle and sink can be discriminated with spout,Valid,
3885,kettle and sink can be discriminated with plug,Valid,
2802,socks and skirt can be discriminated with holes,Valid,
2806,boat and canoe can be discriminated with motor,Valid,
2809,pear and cranberry can be discriminated with stem,Valid,
2812,bag and shirt can be discriminated with plastic,Invalid,
2817,squirrel and turtle can be discriminated with nuts,Valid,
3928,grapefruit and cranberry can be discriminated with pulp,Valid,
2821,clock and lamp can be discriminated with numbers,Valid,
2828,rifle and grenade can be discriminated with trigger,Valid,
2829,kettle and stove can be discriminated with plug,Valid,
2838,accordion and trombone can be discriminated with buttons,Valid,
2841,porcupine and squirrel can be discriminated with slow,Valid,
2850,bucket and bottle can be discriminated with handle,Valid,
2860,elk and coyote can be discriminated with large,Valid,
2987,porcupine and rabbit can be discriminated with quills,Valid,
2869,gown and pants can be discriminated with silk,Valid,
2878,mug and kettle can be discriminated with message,Invalid,
2880,tomato and garlic can be discriminated with seeds,Valid,
2885,scissors and pencil can be discriminated with blades,Valid,
2891,broccoli and garlic can be discriminated with stalks,Valid,
2896,kite and buzzard can be discriminated with wood,Valid,
2901,cloak and skirt can be discriminated with hood,Valid,
2904,alligator and beaver can be discriminated with scales,Valid,
2908,grenade and rocket can be discriminated with pin,Valid,
2993,radio and magazine can be discriminated with control,Valid,
3758,radio and magazine can be discriminated with electrical,Valid,
2922,scissors and screwdriver can be discriminated with handles,Valid,
2924,pine and willow can be discriminated with needles,Valid,
3674,raccoon and mink can be discriminated with garbage,Valid,
3480,church and bridge can be discriminated with seats,Valid,
2938,guitar and harp can be discriminated with hole,Valid,
2943,sheep and dog can be discriminated with grass,Valid,
2945,shotgun and cannon can be discriminated with trigger,Valid,
2953,giraffe and tiger can be discriminated with spots,Valid,
3401,saxophone and clarinet can be discriminated with mouthpiece,Valid,
3767,flute and violin can be discriminated with thin,Valid,
2975,bone and liver can be discriminated with hard,Valid,
2980,lemon and cranberry can be discriminated with yellow,Valid,
2985,spider and snail can be discriminated with legs,Valid,
2988,snail and frog can be discriminated with slow,Valid,
2996,harpsichord and trumpet can be discriminated with large,Valid,
3002,inn and church can be discriminated with beds,Valid,
3171,vulture and buzzard can be discriminated with claws,Valid,
3008,socks and shirt can be discriminated with holes,Valid,
3014,catfish and mackerel can be discriminated with garbage,Invalid,
3020,pot and spoon can be discriminated with lid,Valid,
3028,grapefruit and coconut can be discriminated with pink,Valid,
3035,sheep and horse can be discriminated with wool,Valid,
3846,wasp and butterfly can be discriminated with stings,Valid,
3302,mug and tray can be discriminated with message,Invalid,
3196,falcon and sparrow can be discriminated with rodents,Valid,
3541,spider and caterpillar can be discriminated with flies,Valid,
3058,spider and caterpillar can be discriminated with webs,Valid,
3880,trombone and flute can be discriminated with valve,Valid,
3152,kettle and blender can be discriminated with spout,Valid,
3072,girl and boy can be discriminated with female,Valid,
3079,kidney and liver can be discriminated with stones,Valid,
3082,socks and jeans can be discriminated with wool,Valid,
3090,avocado and pineapple can be discriminated with seeds,Valid,
3091,zebra and cheetah can be discriminated with herds,Valid,
3372,wasp and spider can be discriminated with stinger,Valid,
3434,wasp and spider can be discriminated with flies,Valid,
3106,broccoli and tomato can be discriminated with stalks,Valid,
3114,screwdriver and knife can be discriminated with heads,Valid,
3411,cougar and buffalo can be discriminated with claws,Valid,
3119,tray and oven can be discriminated with rectangular,Valid,
3120,gorilla and hyena can be discriminated with bananas,Valid,
3125,peach and pear can be discriminated with pit,Valid,
3130,meal and supper can be discriminated with lunch,Valid,
3863,skunk and hare can be discriminated with danger,Valid,
3139,sauce and salad can be discriminated with white,Valid,
3141,cockroach and snail can be discriminated with legs,Valid,
3147,falcon and stork can be discriminated with rodents,Valid,
3148,bike and canoe can be discriminated with wheels,Valid,
3843,mink and skunk can be discriminated with mink,Invalid,
3155,butter and sugar can be discriminated with fat,Valid,
3713,snail and crocodile can be discriminated with antennae,Valid,
3179,turtle and snail can be discriminated with slowly,Invalid,
3662,elk and cougar can be discriminated with antlers,Valid,
3185,goat and rabbit can be discriminated with milk,Valid,
3195,scarf and pants can be discriminated with colourful,Invalid,
3202,leopard and tiger can be discriminated with spots,Valid,
3209,avocado and garlic can be discriminated with seeds,Valid,
3212,harpsichord and trombone can be discriminated with wood,Valid,
3216,hare and otter can be discriminated with carrots,Valid,
3761,hare and otter can be discriminated with hops,Valid,
3218,neck and elbow can be discriminated with strangle,Valid,
3224,wife and daughter can be discriminated with married,Valid,
3591,chandelier and lamp can be discriminated with candles,Valid,
3229,zebra and camel can be discriminated with black,Valid,
3697,bedroom and bungalow can be discriminated with closet,Valid,
3248,bag and coat can be discriminated with sizes,Invalid,
3249,shoulder and ankle can be discriminated with arm,Valid,
3258,zebra and giraffe can be discriminated with herds,Valid,
3826,bedroom and bed can be discriminated with closet,Valid,
3264,ship and boat can be discriminated with decks,Invalid,
3276,raspberry and cherry can be discriminated with seeds,Valid,
3283,brush and knife can be discriminated with bristles,Valid,
3292,lime and onions can be discriminated with seeds,Valid,
3298,gown and shirt can be discriminated with silk,Valid,
3306,toe and ankle can be discriminated with nail,Valid,
3313,bison and camel can be discriminated with herds,Valid,
3320,tiger and bison can be discriminated with claws,Valid,
3332,scarf and necklace can be discriminated with colourful,Invalid,
3340,canoe and sled can be discriminated with long,Invalid,
3350,mouth and throat can be discriminated with lips,Valid,
3798,crab and shrimp can be discriminated with sideways,Valid,
3679,rabbit and raccoon can be discriminated with carrots,Valid,
3358,rabbit and raccoon can be discriminated with hops,Valid,
3360,bottle and bucket can be discriminated with cork,Valid,
3368,clarinet and flute can be discriminated with reeds,Valid,
3388,tractor and truck can be discriminated with slow,Valid,
3441,raccoon and skunk can be discriminated with garbage,Valid,
3414,mother and actress can be discriminated with son,Valid,
3415,crayon and brush can be discriminated with colourful,Invalid,
3421,actress and daughter can be discriminated with acting,Valid,
3424,forearm and leg can be discriminated with hand,Valid,
3425,drill and wheel can be discriminated with electrical,Valid,
3566,mink and elk can be discriminated with mink,Invalid,
3438,zebra and leopard can be discriminated with hooves,Valid,
3448,freezer and stove can be discriminated with rectangular,Invalid,
3498,flute and harpsichord can be discriminated with thin,Valid,
3458,wife and princess can be discriminated with husband,Valid,
3469,alligator and raccoon can be discriminated with long,Valid,
3476,peach and grapefruit can be discriminated with pit,Valid,
3482,lobster and mackerel can be discriminated with claws,Valid,
3486,elk and beaver can be discriminated with antlers,Valid,
3491,guitar and accordion can be discriminated with hole,Valid,
3854,rabbit and otter can be discriminated with ears,Valid,
3502,beetle and snail can be discriminated with legs,Valid,
3505,belt and hose can be discriminated with holes,Valid,
3515,flea and worm can be discriminated with black,Valid,
3518,garlic and avocado can be discriminated with white,Valid,
3524,rocket and tank can be discriminated with flies,Valid,
3540,carpet and curtains can be discriminated with colourful,Invalid,
3543,tuba and piano can be discriminated with gold,Valid,
3547,roof and deck can be discriminated with clay,Valid,
3555,rifle and barrel can be discriminated with long,Valid,
3557,mink and otter can be discriminated with mink,Invalid,
3561,donkey and dog can be discriminated with ears,Valid,
3568,crocodile and buffalo can be discriminated with animals,Invalid,
3569,crocodile and squirrel can be discriminated with scales,Valid,
3571,zebra and hyena can be discriminated with white,Valid,
3578,flute and accordion can be discriminated with thin,Valid,
3583,raspberry and banana can be discriminated with seeds,Valid,
3592,clarinet and tuba can be discriminated with reeds,Valid,
3599,squid and salmon can be discriminated with ink,Valid,
3603,soup and sandwich can be discriminated with liquid,Valid,
3612,coconut and onions can be discriminated with milk,Valid,
3616,ox and caribou can be discriminated with grass,Valid,
3709,cupboard and sink can be discriminated with handles,Valid,
3623,guitar and piano can be discriminated with hole,Valid,
3644,oven and sink can be discriminated with control,Valid,
3646,moth and flea can be discriminated with flies,Valid,
3654,accordion and harpsichord can be discriminated with buttons,Valid,
3666,tiger and frog can be discriminated with large,Valid,
3673,banana and cranberry can be discriminated with long,Valid,
3808,dog and horse can be discriminated with chases,Valid,
3687,skin and bone can be discriminated with soft,Valid,
3689,beans and avocado can be discriminated with pods,Valid,
3696,camel and hyena can be discriminated with large,Valid,
3704,leopard and cheetah can be discriminated with spots,Valid,
3708,neck and arm can be discriminated with head,Valid,
3720,onions and lemon can be discriminated with layers,Valid,
3721,glass and wood can be discriminated with transparent,Valid,
3726,thigh and ankle can be discriminated with thick,Valid,
3736,squirrel and frog can be discriminated with nuts,Valid,
3740,ant and worm can be discriminated with antennae,Valid,
3742,king and brother can be discriminated with crown,Valid,
3871,trombone and piano can be discriminated with gold,Valid,
3751,squirrel and deer can be discriminated with nuts,Valid,
3762,pelican and vulture can be discriminated with swims,Invalid,
3775,knees and elbow can be discriminated with shaking,Valid,
3782,thigh and shoulder can be discriminated with low,Valid,
3788,tuna and asparagus can be discriminated with swims,Valid,
