reference_id,candidate_id,reference_statement,candidate_statement,overlap
912,4259,skunk and mink can be discriminated with danger,"skunk can be found on tree, which makes it different from mink",No
913,12212,necklace and scarf can be discriminated with gold,"necklace is made of metal, which makes it different from scarf",Yes
3426,12212,necklace and scarf can be discriminated with diamonds,"necklace is made of metal, which makes it different from scarf",No
2794,7001,elephant and crocodile can be discriminated with trunk,"elephant can be used for human transport, which makes it different from crocodile",No
2794,202,elephant and crocodile can be discriminated with trunk,"elephant have (a) big horns/tusk, which makes it different from crocodile",No
2794,8388,elephant and crocodile can be discriminated with trunk,"elephant can be used for riding, which makes it different from crocodile",No
2794,9898,elephant and crocodile can be discriminated with trunk,"elephant have (a) horn, which makes it different from crocodile",No
2794,11269,elephant and crocodile can be discriminated with trunk,"elephant is a herbivore, which makes it different from crocodile",No
2794,10374,elephant and crocodile can be discriminated with trunk,"elephant have (a) antlers/tusks, which makes it different from crocodile",No
2794,4410,elephant and crocodile can be discriminated with trunk,"elephant have (a) antlers or tusks, which makes it different from crocodile",No
2794,980,elephant and crocodile can be discriminated with trunk,"elephant is a has horns, which makes it different from crocodile",No
2794,15436,elephant and crocodile can be discriminated with trunk,"elephant have (a) horn or antler, which makes it different from crocodile",No
2794,3326,elephant and crocodile can be discriminated with trunk,"elephant have (a) four feet, which makes it different from crocodile",No
2794,6912,elephant and crocodile can be discriminated with trunk,"elephant have (a) trunk, which makes it different from crocodile",Yes
916,7001,elephant and crocodile can be discriminated with peanuts,"elephant can be used for human transport, which makes it different from crocodile",No
916,202,elephant and crocodile can be discriminated with peanuts,"elephant have (a) big horns/tusk, which makes it different from crocodile",No
916,8388,elephant and crocodile can be discriminated with peanuts,"elephant can be used for riding, which makes it different from crocodile",No
916,9898,elephant and crocodile can be discriminated with peanuts,"elephant have (a) horn, which makes it different from crocodile",No
916,11269,elephant and crocodile can be discriminated with peanuts,"elephant is a herbivore, which makes it different from crocodile",Not Sure
916,10374,elephant and crocodile can be discriminated with peanuts,"elephant have (a) antlers/tusks, which makes it different from crocodile",No
916,4410,elephant and crocodile can be discriminated with peanuts,"elephant have (a) antlers or tusks, which makes it different from crocodile",No
916,980,elephant and crocodile can be discriminated with peanuts,"elephant is a has horns, which makes it different from crocodile",No
916,15436,elephant and crocodile can be discriminated with peanuts,"elephant have (a) horn or antler, which makes it different from crocodile",No
916,3326,elephant and crocodile can be discriminated with peanuts,"elephant have (a) four feet, which makes it different from crocodile",No
916,6912,elephant and crocodile can be discriminated with peanuts,"elephant have (a) trunk, which makes it different from crocodile",No
927,6040,rattlesnake and alligator can be discriminated with fangs,"rattlesnake is poisonous, which makes it different from alligator",No
1205,13813,soup and bean can be discriminated with liquid,"soup is a liquid, which makes it different from bean",Yes
1205,6853,soup and bean can be discriminated with liquid,"soup is a liquid, which makes it different from bean",Yes
924,9308,gown and jeans can be discriminated with silk,"gown have (a) sleeves, which makes it different from jeans",No
924,8005,gown and jeans can be discriminated with silk,"gown can be found on your upper torso, which makes it different from jeans",No
924,7355,gown and jeans can be discriminated with silk,"gown can be used for by mainly women, which makes it different from jeans",No
925,12345,shoes and pants can be discriminated with heels,"shoes can be found on your feet, which makes it different from pants",Yes
925,14020,shoes and pants can be discriminated with heels,"shoes can be found foot, which makes it different from pants",Yes
925,3158,shoes and pants can be discriminated with heels,"shoes can be used for feet, which makes it different from pants",Yes
925,6281,shoes and pants can be discriminated with heels,"shoes can be used for wearing on your feet, which makes it different from pants",Yes
928,10503,cheetah and elephant can be discriminated with spots,"cheetah is a type of big cat, which makes it different from elephant",No
928,13522,cheetah and elephant can be discriminated with spots,"cheetah is a predator, which makes it different from elephant",No
931,9555,perch and eel can be discriminated with scales,"perch is a fish, which makes it different from eel",Yes
931,7784,perch and eel can be discriminated with scales,"perch is a one syllable word, which makes it different from eel",No
931,4455,perch and eel can be discriminated with scales,"perch have (a) fins, which makes it different from eel",No
934,13058,raccoon and alligator can be discriminated with mask,"raccoon is a mammal, which makes it different from alligator",No
934,8780,raccoon and alligator can be discriminated with mask,"raccoon have (a) hair/fur, which makes it different from alligator",No
982,13058,raccoon and alligator can be discriminated with garbage,"raccoon is a mammal, which makes it different from alligator",No
982,8780,raccoon and alligator can be discriminated with garbage,"raccoon have (a) hair/fur, which makes it different from alligator",No
936,9960,squirrel and rattlesnake can be discriminated with legs,"squirrel have (a)  4 limbs, which makes it different from rattlesnake",Yes
936,9561,squirrel and rattlesnake can be discriminated with legs,"squirrel is part of (a) water, which makes it different from rattlesnake",No
936,7502,squirrel and rattlesnake can be discriminated with legs,"squirrel can walk on 4 legs, which makes it different from rattlesnake",Yes
936,1115,squirrel and rattlesnake can be discriminated with legs,"squirrel have (a) legs, which makes it different from rattlesnake",Yes
936,8285,squirrel and rattlesnake can be discriminated with legs,"squirrel is a mammal, which makes it different from rattlesnake",No
936,11340,squirrel and rattlesnake can be discriminated with legs,"squirrel have (a) hair/fur, which makes it different from rattlesnake",No
936,8139,squirrel and rattlesnake can be discriminated with legs,"squirrel is four-legged, which makes it different from rattlesnake",Yes
937,3732,gown and shoes can be discriminated with silk,"gown can be found on your upper torso, which makes it different from shoes",No
937,333,gown and shoes can be discriminated with silk,"gown is a piece of clothing, which makes it different from shoes",No
937,10922,gown and shoes can be discriminated with silk,"gown can be found above the feet, which makes it different from shoes",No
937,13961,gown and shoes can be discriminated with silk,"gown have (a) sleeves, which makes it different from shoes",No
937,8812,gown and shoes can be discriminated with silk,"gown can be used for covering legs, which makes it different from shoes",No
3637,13720,neck and hand can be discriminated with necklace,"neck can be found on furniture, which makes it different from hand",No
3637,937,neck and hand can be discriminated with necklace,"neck is mostly of cylindrical shape, which makes it different from hand",No
947,11265,buggy and bike can be discriminated with seats,"buggy is consuming fuel, which makes it different from bike",No
947,5447,buggy and bike can be discriminated with seats,"buggy have (a) an engine, which makes it different from bike",No
947,3317,buggy and bike can be discriminated with seats,"buggy can carry multiple people, which makes it different from bike",Yes
947,7398,buggy and bike can be discriminated with seats,"buggy can hold more than one person, which makes it different from bike",Yes
3118,8741,orange and pineapple can be discriminated with seeds,"orange is a red  or orang, which makes it different from pineapple",No
3118,14426,orange and pineapple can be discriminated with seeds,"orange is a citrus fruit, which makes it different from pineapple",No
954,8940,raccoon and squirrel can be discriminated with black,"raccoon can eat palm nuts, which makes it different from squirrel",No
954,10244,raccoon and squirrel can be discriminated with black,"raccoon is originated from north america, which makes it different from squirrel",No
2915,4008,chandelier and lantern can be discriminated with candles,"chandelier can be found on the ceiling, which makes it different from lantern",No
2915,1504,chandelier and lantern can be discriminated with candles,"chandelier can be found on a wall or ceiling, which makes it different from lantern",No
2915,13173,chandelier and lantern can be discriminated with candles,"chandelier can be used for providing light, which makes it different from lantern",No
962,2205,hose and bolts can be discriminated with thin,"hose can shoot stuff out, which makes it different from bolts",No
962,11585,hose and bolts can be discriminated with thin,"hose is a vessel, which makes it different from bolts",No
962,11037,hose and bolts can be discriminated with thin,"hose can be wrapped around something, which makes it different from bolts",No
962,4837,hose and bolts can be discriminated with thin,"hose can provide water, which makes it different from bolts",No
962,4250,hose and bolts can be discriminated with thin,"hose can transport liquids, which makes it different from bolts",No
1684,2205,hose and bolts can be discriminated with nozzle,"hose can shoot stuff out, which makes it different from bolts",Yes
1684,11585,hose and bolts can be discriminated with nozzle,"hose is a vessel, which makes it different from bolts",Not Sure
1684,11037,hose and bolts can be discriminated with nozzle,"hose can be wrapped around something, which makes it different from bolts",No
1684,4837,hose and bolts can be discriminated with nozzle,"hose can provide water, which makes it different from bolts",Yes
1684,4250,hose and bolts can be discriminated with nozzle,"hose can transport liquids, which makes it different from bolts",Yes
3484,11540,jacket and boots can be discriminated with hood,"jacket can be found on your upper torso, which makes it different from boots",No
3484,10884,jacket and boots can be discriminated with hood,"jacket have (a) sleeves, which makes it different from boots",No
3484,10367,jacket and boots can be discriminated with hood,"jacket can be found upper part of body, which makes it different from boots",No
3484,12948,jacket and boots can be discriminated with hood,"jacket is a piece of clothing, which makes it different from boots",No
2925,11540,jacket and boots can be discriminated with sleeves,"jacket can be found on your upper torso, which makes it different from boots",No
2925,10884,jacket and boots can be discriminated with sleeves,"jacket have (a) sleeves, which makes it different from boots",Yes
2925,10367,jacket and boots can be discriminated with sleeves,"jacket can be found upper part of body, which makes it different from boots",No
2925,12948,jacket and boots can be discriminated with sleeves,"jacket is a piece of clothing, which makes it different from boots",No
2832,12712,trousers and blouse can be discriminated with pockets,"trousers can be found on lower body, which makes it different from blouse",No
2832,10413,trousers and blouse can be discriminated with pockets,"trousers is worn below the waist, which makes it different from blouse",No
2832,5318,trousers and blouse can be discriminated with pockets,"trousers is a worn on the lower body, which makes it different from blouse",No
2832,3075,trousers and blouse can be discriminated with pockets,"trousers can be used for covering legs, which makes it different from blouse",No
2832,14092,trousers and blouse can be discriminated with pockets,"trousers is part of (a) lower waistline, which makes it different from blouse",No
971,4507,trumpet and harp can be discriminated with gold,"trumpet is made of strings, which makes it different from harp",No
971,2654,trumpet and harp can be discriminated with gold,"trumpet can usually be played  with mouth, which makes it different from harp",No
971,2043,trumpet and harp can be discriminated with gold,"trumpet is a wind instrument, which makes it different from harp",No
1385,4507,trumpet and harp can be discriminated with valves,"trumpet is made of strings, which makes it different from harp",No
1385,2654,trumpet and harp can be discriminated with valves,"trumpet can usually be played  with mouth, which makes it different from harp",No
1385,2043,trumpet and harp can be discriminated with valves,"trumpet is a wind instrument, which makes it different from harp",No
3334,1800,fan and rock can be discriminated with propeller,"fan is a mostly black in colour, which makes it different from rock",No
3334,4596,fan and rock can be discriminated with propeller,"fan can be turned on, which makes it different from rock",No
3334,8903,fan and rock can be discriminated with propeller,"fan can be used for electronic uses, which makes it different from rock",No
3334,12851,fan and rock can be discriminated with propeller,"fan can consume electricity, which makes it different from rock",No
3334,3972,fan and rock can be discriminated with propeller,"fan have (a) turning elements(knobs, wheels, etc.), which makes it different from rock",Yes
3334,14739,fan and rock can be discriminated with propeller,"fan is round shaped, which makes it different from rock",No
3334,838,fan and rock can be discriminated with propeller,"fan is a electric, which makes it different from rock",No
3334,2706,fan and rock can be discriminated with propeller,"fan can be found at an electronics store, which makes it different from rock",No
1491,9825,elephant and rabbit can be discriminated with trunk,"elephant can be used for human transport, which makes it different from rabbit",No
1491,260,elephant and rabbit can be discriminated with trunk,"elephant can kill a human, which makes it different from rabbit",No
1491,5764,elephant and rabbit can be discriminated with trunk,"elephant can be used for riding, which makes it different from rabbit",No
1383,9825,elephant and rabbit can be discriminated with peanuts,"elephant can be used for human transport, which makes it different from rabbit",No
1383,260,elephant and rabbit can be discriminated with peanuts,"elephant can kill a human, which makes it different from rabbit",No
1383,5764,elephant and rabbit can be discriminated with peanuts,"elephant can be used for riding, which makes it different from rabbit",No
975,9825,elephant and rabbit can be discriminated with tusks,"elephant can be used for human transport, which makes it different from rabbit",No
975,260,elephant and rabbit can be discriminated with tusks,"elephant can kill a human, which makes it different from rabbit",No
975,5764,elephant and rabbit can be discriminated with tusks,"elephant can be used for riding, which makes it different from rabbit",No
1762,3190,camel and giraffe can be discriminated with humps,"camel can fly, which makes it different from giraffe",No
987,11456,blouse and jeans can be discriminated with silk,"blouse can be found on your upper torso, which makes it different from jeans",No
987,5030,blouse and jeans can be discriminated with silk,"blouse have (a) sleeves, which makes it different from jeans",No
988,11379,shirt and pants can be discriminated with collar,"shirt can be found on your upper torso, which makes it different from pants",No
988,3333,shirt and pants can be discriminated with collar,"shirt have (a) sleeves, which makes it different from pants",No
989,1678,hare and beaver can be discriminated with white,"hare have (a) long ear, which makes it different from beaver",No
3440,9429,mole and hare can be discriminated with holes,"mole can be found underground, which makes it different from hare",Not Sure
3440,9452,mole and hare can be discriminated with holes,"mole can go underground, which makes it different from hare",Not Sure
3440,6056,mole and hare can be discriminated with holes,"mole can be found on tree, which makes it different from hare",No
992,1580,brush and pen can be discriminated with bristles,"brush can be used for brushing, which makes it different from pen",No
992,4297,brush and pen can be discriminated with bristles,"brush can be used for hair, which makes it different from pen",No
992,4727,brush and pen can be discriminated with bristles,"brush have (a) bushy tail, which makes it different from pen",No
992,13482,brush and pen can be discriminated with bristles,"brush can be used for grooming, which makes it different from pen",No
992,15347,brush and pen can be discriminated with bristles,"brush can be used for drawing, which makes it different from pen",No
1114,2218,jeans and shoes can be discriminated with pockets,"jeans is a piece of clothing, which makes it different from shoes",No
1114,2930,jeans and shoes can be discriminated with pockets,"jeans can be found above the feet, which makes it different from shoes",No
1114,12551,jeans and shoes can be discriminated with pockets,"jeans can be used for covering legs, which makes it different from shoes",No
1114,14891,jeans and shoes can be discriminated with pockets,"jeans can keep 2 legs covered, which makes it different from shoes",No
1114,958,jeans and shoes can be discriminated with pockets,"jeans is covering the legs, which makes it different from shoes",No
999,2218,jeans and shoes can be discriminated with zipper,"jeans is a piece of clothing, which makes it different from shoes",No
999,2930,jeans and shoes can be discriminated with zipper,"jeans can be found above the feet, which makes it different from shoes",No
999,12551,jeans and shoes can be discriminated with zipper,"jeans can be used for covering legs, which makes it different from shoes",No
999,14891,jeans and shoes can be discriminated with zipper,"jeans can keep 2 legs covered, which makes it different from shoes",No
999,958,jeans and shoes can be discriminated with zipper,"jeans is covering the legs, which makes it different from shoes",No
1883,1915,screws and barrel can be discriminated with sizes,"screws can be used for shooting, which makes it different from barrel",No
1883,2882,screws and barrel can be discriminated with sizes,"screws can be used for building, which makes it different from barrel",No
1883,6698,screws and barrel can be discriminated with sizes,"screws can commonly be found at home, which makes it different from barrel",No
1160,1655,shoes and skirt can be discriminated with laces,"shoes is part of (a) pair, which makes it different from skirt",No
1160,14966,shoes and skirt can be discriminated with laces,"shoes can be found on your feet, which makes it different from skirt",No
1160,10569,shoes and skirt can be discriminated with laces,"shoes can be used for wearing on your feet, which makes it different from skirt",No
1160,13919,shoes and skirt can be discriminated with laces,"shoes can be found foot, which makes it different from skirt",No
1160,12091,shoes and skirt can be discriminated with laces,"shoes can be used for feet, which makes it different from skirt",No
2338,1655,shoes and skirt can be discriminated with heels,"shoes is part of (a) pair, which makes it different from skirt",No
2338,14966,shoes and skirt can be discriminated with heels,"shoes can be found on your feet, which makes it different from skirt",Yes
2338,10569,shoes and skirt can be discriminated with heels,"shoes can be used for wearing on your feet, which makes it different from skirt",Yes
2338,13919,shoes and skirt can be discriminated with heels,"shoes can be found foot, which makes it different from skirt",Yes
2338,12091,shoes and skirt can be discriminated with heels,"shoes can be used for feet, which makes it different from skirt",Yes
1961,1655,shoes and skirt can be discriminated with buckles,"shoes is part of (a) pair, which makes it different from skirt",No
1961,14966,shoes and skirt can be discriminated with buckles,"shoes can be found on your feet, which makes it different from skirt",No
1961,10569,shoes and skirt can be discriminated with buckles,"shoes can be used for wearing on your feet, which makes it different from skirt",No
1961,13919,shoes and skirt can be discriminated with buckles,"shoes can be found foot, which makes it different from skirt",No
1961,12091,shoes and skirt can be discriminated with buckles,"shoes can be used for feet, which makes it different from skirt",No
1005,1861,fingers and arm can be discriminated with tap,"fingers is plural, which makes it different from arm",No
1005,8521,fingers and arm can be discriminated with tap,"fingers is part of (a) hands(including wrist), which makes it different from arm",No
1005,765,fingers and arm can be discriminated with tap,"fingers is a plural, which makes it different from arm",No
1005,11942,fingers and arm can be discriminated with tap,"fingers have (a) nails, which makes it different from arm",No
1006,2556,bridge and gate can be discriminated with large,"bridge have (a) start with a b, which makes it different from gate",No
1006,857,bridge and gate can be discriminated with large,"bridge is a public building (typically), which makes it different from gate",No
1006,9731,bridge and gate can be discriminated with large,"bridge have (a)  place for worship, which makes it different from gate",No
1006,3962,bridge and gate can be discriminated with large,"bridge is beginning with a letter b, which makes it different from gate",No
1011,12827,pencil and scissors can be discriminated with graphite,"pencil can be used for writing/drawing, which makes it different from scissors",No
1011,3651,pencil and scissors can be discriminated with graphite,"pencil can be used for cutting, which makes it different from scissors",No
1011,9207,pencil and scissors can be discriminated with graphite,"pencil can be used for writing, which makes it different from scissors",No
1011,13158,pencil and scissors can be discriminated with graphite,"pencil can writing, which makes it different from scissors",No
1015,13764,trout and salmon can be discriminated with scales,"trout is a one syllable word, which makes it different from salmon",No
1624,13710,coat and pants can be discriminated with sleeves,"coat have (a) sleeves, which makes it different from pants",Yes
1624,608,coat and pants can be discriminated with sleeves,"coat can be found on your upper torso, which makes it different from pants",No
1021,9551,pencil and paintbrush can be discriminated with eraser,"pencil can be used for cutting, which makes it different from paintbrush",No
1021,14943,pencil and paintbrush can be discriminated with eraser,"pencil have (a) graphite center, which makes it different from paintbrush",No
1021,12764,pencil and paintbrush can be discriminated with eraser,"pencil can get smaller as it's used, which makes it different from paintbrush",No
1021,12455,pencil and paintbrush can be discriminated with eraser,"pencil can be used for writing, which makes it different from paintbrush",No
1021,14994,pencil and paintbrush can be discriminated with eraser,"pencil can to paint, which makes it different from paintbrush",No
3266,4828,vulture and falcon can be discriminated with claws,"vulture is a alive, which makes it different from falcon",No
3266,8202,vulture and falcon can be discriminated with claws,"vulture is a predator, which makes it different from falcon",Not Sure
3266,4045,vulture and falcon can be discriminated with claws,"vulture have (a) long beak, which makes it different from falcon",No
1030,6668,skirt and blouse can be discriminated with pleats,"skirt can be found on lower body, which makes it different from blouse",No
1030,54,skirt and blouse can be discriminated with pleats,"skirt is worn below the waist, which makes it different from blouse",No
1030,2033,skirt and blouse can be discriminated with pleats,"skirt is a worn on the lower body, which makes it different from blouse",No
1030,10986,skirt and blouse can be discriminated with pleats,"skirt can be used for covering legs, which makes it different from blouse",No
1030,11466,skirt and blouse can be discriminated with pleats,"skirt is part of (a) lower waistline, which makes it different from blouse",No
2050,9333,rabbit and potato can be discriminated with hops,"rabbit is a n animal, which makes it different from potato",No
2050,7829,rabbit and potato can be discriminated with hops,"rabbit is a meat or animal, which makes it different from potato",No
2050,1669,rabbit and potato can be discriminated with hops,"rabbit is a animal, which makes it different from potato",No
2050,13996,rabbit and potato can be discriminated with hops,"rabbit is furry, which makes it different from potato",No
1047,7177,trousers and socks can be discriminated with cuffs,"trousers can be used for covering legs, which makes it different from socks",No
1047,12574,trousers and socks can be discriminated with cuffs,"trousers can be found above the feet, which makes it different from socks",No
1053,11105,gorilla and camel can be discriminated with bananas,"gorilla is a predator, which makes it different from camel",No
1053,15111,gorilla and camel can be discriminated with bananas,"gorilla can walk on 2 feet, which makes it different from camel",No
3150,12620,sofa and carpet can be discriminated with cushions,"sofa is a furniture, which makes it different from carpet",No
3150,4300,sofa and carpet can be discriminated with cushions,"sofa is made of wood, which makes it different from carpet",No
1062,4960,deer and elephant can be discriminated with hooves,"deer have (a) short/thick fur, which makes it different from elephant",No
1062,13686,deer and elephant can be discriminated with hooves,"deer have (a)  mane (hair on it), which makes it different from elephant",No
1062,7183,deer and elephant can be discriminated with hooves,"deer have (a) horn, which makes it different from elephant",No
1062,8905,deer and elephant can be discriminated with hooves,"deer have (a) hooves, which makes it different from elephant",Yes
1063,10494,chicken and potato can be discriminated with flies,"chicken is a n animal, which makes it different from potato",No
1063,11639,chicken and potato can be discriminated with flies,"chicken is a meat or animal, which makes it different from potato",No
1063,6294,chicken and potato can be discriminated with flies,"chicken is a animal, which makes it different from potato",No
1063,13634,chicken and potato can be discriminated with flies,"chicken can eating, which makes it different from potato",No
1064,4255,arm and finger can be discriminated with elbow,"arm is part of (a) pair, which makes it different from finger",No
1064,14794,arm and finger can be discriminated with elbow,"arm is made of a whole body part, which makes it different from finger",No
1064,1724,arm and finger can be discriminated with elbow,"arm can be found on furniture, which makes it different from finger",No
1064,7439,arm and finger can be discriminated with elbow,"arm can be used for waving, which makes it different from finger",No
1064,1712,arm and finger can be discriminated with elbow,"arm is part of (a) pair/no more than two, which makes it different from finger",No
1064,9310,arm and finger can be discriminated with elbow,"arm is something humans have two of, which makes it different from finger",No
1064,4718,arm and finger can be discriminated with elbow,"arm have (a) more than 1 finger, which makes it different from finger",No
1064,6440,arm and finger can be discriminated with elbow,"arm is part of (a) pair (comes in pairs), which makes it different from finger",No
3768,14488,coconut and lemon can be discriminated with milk,"coconut have (a) hard shell, which makes it different from lemon",No
2979,6018,rabbit and tomato can be discriminated with carrots,"rabbit is a n animal, which makes it different from tomato",No
2979,1119,rabbit and tomato can be discriminated with carrots,"rabbit is a meat or animal, which makes it different from tomato",No
2979,10516,rabbit and tomato can be discriminated with carrots,"rabbit is a animal, which makes it different from tomato",No
2979,4349,rabbit and tomato can be discriminated with carrots,"rabbit is furry, which makes it different from tomato",No
1414,6018,rabbit and tomato can be discriminated with hops,"rabbit is a n animal, which makes it different from tomato",No
1414,1119,rabbit and tomato can be discriminated with hops,"rabbit is a meat or animal, which makes it different from tomato",No
1414,10516,rabbit and tomato can be discriminated with hops,"rabbit is a animal, which makes it different from tomato",No
1414,4349,rabbit and tomato can be discriminated with hops,"rabbit is furry, which makes it different from tomato",No
2376,13581,bed and bedroom can be discriminated with mattress,"bed is made of wood, which makes it different from bedroom",No
2376,7785,bed and bedroom can be discriminated with mattress,"bed is a furniture, which makes it different from bedroom",No
2376,5238,bed and bedroom can be discriminated with mattress,"bed is placed horizontally (longest dimension), which makes it different from bedroom",No
2376,1780,bed and bedroom can be discriminated with mattress,"bed is a component of a home, which makes it different from bedroom",No
2376,3069,bed and bedroom can be discriminated with mattress,"bed is part of (a) set of furniture, which makes it different from bedroom",No
1272,13581,bed and bedroom can be discriminated with springs,"bed is made of wood, which makes it different from bedroom",No
1272,7785,bed and bedroom can be discriminated with springs,"bed is a furniture, which makes it different from bedroom",No
1272,5238,bed and bedroom can be discriminated with springs,"bed is placed horizontally (longest dimension), which makes it different from bedroom",No
1272,1780,bed and bedroom can be discriminated with springs,"bed is a component of a home, which makes it different from bedroom",No
1272,3069,bed and bedroom can be discriminated with springs,"bed is part of (a) set of furniture, which makes it different from bedroom",No
1403,7029,closet and door can be discriminated with messy,"closet can be used for storage, which makes it different from door",No
1076,7029,closet and door can be discriminated with shelves,"closet can be used for storage, which makes it different from door",Not Sure
2773,15000,rattlesnake and turtle can be discriminated with fangs,"rattlesnake is a reptile, which makes it different from turtle",No
2773,8104,rattlesnake and turtle can be discriminated with fangs,"rattlesnake is dangerous, which makes it different from turtle",Yes
1475,15000,rattlesnake and turtle can be discriminated with scales,"rattlesnake is a reptile, which makes it different from turtle",No
1475,8104,rattlesnake and turtle can be discriminated with scales,"rattlesnake is dangerous, which makes it different from turtle",No
1079,9521,lips and nose can be discriminated with lipstick,"lips is about mouth, which makes it different from nose",No
1080,2203,father and brother can be discriminated with old,"father is a parentage relation, which makes it different from brother",No
1081,14754,peach and cranberry can be discriminated with pit,"peach is a red  or orang, which makes it different from cranberry",No
1081,1518,peach and cranberry can be discriminated with pit,"peach have (a) single hard pit, which makes it different from cranberry",Yes
1081,12415,peach and cranberry can be discriminated with pit,"peach have (a) stone, which makes it different from cranberry",Yes
1751,13536,cod and lobster can be discriminated with scales,"cod is a fish, which makes it different from lobster",Yes
1751,3678,cod and lobster can be discriminated with scales,"cod can be found at sea, which makes it different from lobster",No
1751,478,cod and lobster can be discriminated with scales,"cod have (a) fins, which makes it different from lobster",No
1084,13536,cod and lobster can be discriminated with fins,"cod is a fish, which makes it different from lobster",Yes
1084,3678,cod and lobster can be discriminated with fins,"cod can be found at sea, which makes it different from lobster",No
1084,478,cod and lobster can be discriminated with fins,"cod have (a) fins, which makes it different from lobster",Yes
1086,6937,trombone and clarinet can be discriminated with gold,"trombone have (a) start with a t, which makes it different from clarinet",No
1086,968,trombone and clarinet can be discriminated with gold,"trombone is a brass instrument, which makes it different from clarinet",Yes
1086,2776,trombone and clarinet can be discriminated with gold,"trombone is made of brass, which makes it different from clarinet",Yes
3636,6364,rabbit and duck can be discriminated with carrots,"rabbit can be found in water, which makes it different from duck",No
3636,12937,rabbit and duck can be discriminated with carrots,"rabbit is furry, which makes it different from duck",No
1092,6364,rabbit and duck can be discriminated with ears,"rabbit can be found in water, which makes it different from duck",No
1092,12937,rabbit and duck can be discriminated with ears,"rabbit is furry, which makes it different from duck",No
1891,8164,trombone and cello can be discriminated with gold,"trombone can usually be played  with mouth, which makes it different from cello",No
1891,4205,trombone and cello can be discriminated with gold,"trombone is a wind instrument, which makes it different from cello",No
1100,3138,aunt and daughter can be discriminated with nephew,"aunt is a immediate relation with you, which makes it different from daughter",No
1100,9322,aunt and daughter can be discriminated with nephew,"aunt is a sibling, which makes it different from daughter",No
3173,4452,sink and tray can be discriminated with enamel,"sink can hold water, which makes it different from tray",No
3173,4182,sink and tray can be discriminated with enamel,"sink can be plumbed in, which makes it different from tray",No
2463,10689,blouse and trousers can be discriminated with collar,"blouse can be found on your upper torso, which makes it different from trousers",No
2463,5983,blouse and trousers can be discriminated with collar,"blouse have (a) sleeves, which makes it different from trousers",No
1470,9257,bagpipe and harp can be discriminated with bag,"bagpipe is made of strings, which makes it different from harp",No
1470,3565,bagpipe and harp can be discriminated with bag,"bagpipe can usually be played  with mouth, which makes it different from harp",No
1470,4070,bagpipe and harp can be discriminated with bag,"bagpipe is a wind instrument, which makes it different from harp",No
2217,12563,elephant and hyena can be discriminated with trunk,"elephant have (a) horn, which makes it different from hyena",No
2217,7636,elephant and hyena can be discriminated with trunk,"elephant have (a) horns, which makes it different from hyena",No
2217,11107,elephant and hyena can be discriminated with trunk,"elephant can be used for travel, which makes it different from hyena",No
2217,12703,elephant and hyena can be discriminated with trunk,"elephant have (a) antlers or tusks, which makes it different from hyena",No
2217,10753,elephant and hyena can be discriminated with trunk,"elephant is a has horns, which makes it different from hyena",No
2217,8064,elephant and hyena can be discriminated with trunk,"elephant have (a) horn or antler, which makes it different from hyena",No
1116,3846,tomato and potato can be discriminated with seeds,"tomato is a n ingredient for sauce, which makes it different from potato",No
1116,7304,tomato and potato can be discriminated with seeds,"tomato can eating, which makes it different from potato",No
3247,13283,fridge and oven can be discriminated with shelves,"fridge can be used for cooling food, which makes it different from oven",No
1653,12759,hawk and falcon can be discriminated with mice,"hawk is a alive, which makes it different from falcon",No
1653,7893,hawk and falcon can be discriminated with mice,"hawk is a predator, which makes it different from falcon",Not Sure
1124,13811,elbow and arm can be discriminated with joint,"elbow is a joint, which makes it different from arm",Yes
1124,8494,elbow and arm can be discriminated with joint,"elbow have (a) less than three joints, which makes it different from arm",Yes
1124,10618,elbow and arm can be discriminated with joint,"elbow is a specific joint, which makes it different from arm",Yes
1124,13426,elbow and arm can be discriminated with joint,"elbow can carrying objects, which makes it different from arm",No
1128,5618,comb and knife can be discriminated with thin,"comb can be used for grooming, which makes it different from knife",No
1128,11738,comb and knife can be discriminated with thin,"comb can be used for hair, which makes it different from knife",No
2419,15369,coconut and cucumber can be discriminated with white,"coconut is a fruit, which makes it different from cucumber",No
2142,13233,boots and dress can be discriminated with rubber,"boots can keep legs warm, which makes it different from dress",No
2142,4811,boots and dress can be discriminated with rubber,"boots can be found on lower body, which makes it different from dress",No
2142,6872,boots and dress can be discriminated with rubber,"boots is part of (a) pair, which makes it different from dress",No
2142,10749,boots and dress can be discriminated with rubber,"boots can be found on your feet, which makes it different from dress",No
2142,11522,boots and dress can be discriminated with rubber,"boots can be used for wearing on your feet, which makes it different from dress",No
2142,6592,boots and dress can be discriminated with rubber,"boots can be found foot, which makes it different from dress",No
2142,3341,boots and dress can be discriminated with rubber,"boots can be used for feet, which makes it different from dress",No
2733,13233,boots and dress can be discriminated with heels,"boots can keep legs warm, which makes it different from dress",No
2733,4811,boots and dress can be discriminated with heels,"boots can be found on lower body, which makes it different from dress",No
2733,6872,boots and dress can be discriminated with heels,"boots is part of (a) pair, which makes it different from dress",No
2733,10749,boots and dress can be discriminated with heels,"boots can be found on your feet, which makes it different from dress",Yes
2733,11522,boots and dress can be discriminated with heels,"boots can be used for wearing on your feet, which makes it different from dress",Yes
2733,6592,boots and dress can be discriminated with heels,"boots can be found foot, which makes it different from dress",Yes
