ID,question,concept,candidate_statement,SimCSE_score,usefulness
b93532cae23e505628dd88568da3337e|A|c|3,Where can you store your dishes in your dwelling?,drawer,drawer is a store items,0.6392,No
b93532cae23e505628dd88568da3337e|B|c|1,Where can you store your dishes in your dwelling?,shelf,shelf can be used for at home,0.8045,No
b93532cae23e505628dd88568da3337e|B|c|2,Where can you store your dishes in your dwelling?,shelf,shelf is a something kept at home,0.7934,No
b93532cae23e505628dd88568da3337e|B|c|3,Where can you store your dishes in your dwelling?,shelf,shelf can be found in  a residence,0.7794,No
b93532cae23e505628dd88568da3337e|B|c|4,Where can you store your dishes in your dwelling?,shelf,shelf can be found in a house,0.7731,No
b93532cae23e505628dd88568da3337e|C|c|1,Where can you store your dishes in your dwelling?,pantry,pantry can be found in a house,0.7931,No
b93532cae23e505628dd88568da3337e|C|c|3,Where can you store your dishes in your dwelling?,pantry,pantry can be used for storing things in,0.6859,No
b93532cae23e505628dd88568da3337e|C|c|4,Where can you store your dishes in your dwelling?,pantry,pantry can store things,0.6711,No
b93532cae23e505628dd88568da3337e|D|c|0,Where can you store your dishes in your dwelling?,apartment,apartment can be used for storage,0.6377,No
b93532cae23e505628dd88568da3337e|E|c|1,Where can you store your dishes in your dwelling?,cabinet,cabinet can be found in a house,0.7734,No
b93532cae23e505628dd88568da3337e|E|c|2,Where can you store your dishes in your dwelling?,cabinet,cabinet can be used for storage,0.7686,No
b93532cae23e505628dd88568da3337e|E|c|3,Where can you store your dishes in your dwelling?,cabinet,cabinet is a place to store items,0.7659,No
b93532cae23e505628dd88568da3337e|E|c|4,Where can you store your dishes in your dwelling?,cabinet,cabinet can be used for storage of physical items,0.7494,No
e61bba37cc26557351f54045b2568f83|A|c|2,Jerry was entertaining because he had a super sense of humor.  He brought what to many people?,laughter,laughter is a something considered as positive,0.5303,No
e61bba37cc26557351f54045b2568f83|A|c|3,Jerry was entertaining because he had a super sense of humor.  He brought what to many people?,laughter,laughter is not a sad emotion,0.5135,No
8a6c66523adf3436972b0c1bdea304b8|A|c|0,What can you use hear other people but not be heard yourself?,television,television can make sounds,0.7214,No
8a6c66523adf3436972b0c1bdea304b8|B|c|0,What can you use hear other people but not be heard yourself?,radio,radio can make sounds,0.7018,No
8a6c66523adf3436972b0c1bdea304b8|B|c|1,What can you use hear other people but not be heard yourself?,radio,radio is used to hear sounds,0.7003,No
8a6c66523adf3436972b0c1bdea304b8|C|c|1,What can you use hear other people but not be heard yourself?,telephone,telephone can be used for communication,0.6304,No
8a6c66523adf3436972b0c1bdea304b8|D|c|0,What can you use hear other people but not be heard yourself?,mouth,mouth can be used for announcing something,0.5966,No
0033056483ba6423535f0d693d09c4cf_1|A|c|0,Where would you put a dictionary while you're using it?,library,library can be used for studying,0.6987,No
0033056483ba6423535f0d693d09c4cf_1|A|c|2,Where would you put a dictionary while you're using it?,library,library can be used for studying in,0.6906,No
0033056483ba6423535f0d693d09c4cf_1|A|c|3,Where would you put a dictionary while you're using it?,library,library can be used for reading and studying,0.6891,No
0033056483ba6423535f0d693d09c4cf_1|A|c|4,Where would you put a dictionary while you're using it?,library,library can be used for reading books,0.6826,No
0033056483ba6423535f0d693d09c4cf_1|D|c|0,Where would you put a dictionary while you're using it?,classroom,classroom can be used for reading and studying,0.6506,No
0033056483ba6423535f0d693d09c4cf_1|D|c|1,Where would you put a dictionary while you're using it?,classroom,classroom can be used for reading,0.6363,No
0033056483ba6423535f0d693d09c4cf_1|D|c|2,Where would you put a dictionary while you're using it?,classroom,classroom can be used for learning,0.5842,No
0033056483ba6423535f0d693d09c4cf_1|D|c|3,Where would you put a dictionary while you're using it?,classroom,classroom is a place of learning,0.5823,No
b6a98ceaac758bec773be281c442062b|A|c|0,"If a human wants to harm another person, what should he join?",battle,battle is made of by man,0.5256,No
b6a98ceaac758bec773be281c442062b|B|c|1,"If a human wants to harm another person, what should he join?",doctor,doctor is a person,0.5635,No
b6a98ceaac758bec773be281c442062b|B|c|2,"If a human wants to harm another person, what should he join?",doctor,doctor is made of by man,0.556,No
b6a98ceaac758bec773be281c442062b|D|c|3,"If a human wants to harm another person, what should he join?",mexico,mexico is made of by man,0.5692,No
b6a98ceaac758bec773be281c442062b|E|c|0,"If a human wants to harm another person, what should he join?",school,school can not be used for punishing people,0.6197,No
b6a98ceaac758bec773be281c442062b|E|c|2,"If a human wants to harm another person, what should he join?",school,school can have someone inside it,0.5346,No
b6a98ceaac758bec773be281c442062b|E|c|3,"If a human wants to harm another person, what should he join?",school,school can be used for a physical meeting of people,0.5069,No
3a6140e475cbbd3ee1da5ba9a6953597|B|c|4,"The student didn't have a dictionary at the dorm, so the student went where?",classroom,classroom is a place where students learn,0.515,Yes
16d535849271ea7a43dd25df46ba143b|A|c|0,On what device can you watch a program without leaving your home?,television,television is a something kept a home,0.7575,No
16d535849271ea7a43dd25df46ba143b|A|c|1,On what device can you watch a program without leaving your home?,television,television can be found inside a home,0.7484,Yes
16d535849271ea7a43dd25df46ba143b|A|c|2,On what device can you watch a program without leaving your home?,television,television can be found inside someone's home,0.7225,Yes
16d535849271ea7a43dd25df46ba143b|A|c|4,On what device can you watch a program without leaving your home?,television,television can be found indoors,0.697,No
732f3bad358e713fbbe6a23a242f71ad|A|c|0,"When you want to see a picture frequently, where might you put it on your computer?",desktop,desktop can be used for viewing/reading,0.5712,No
732f3bad358e713fbbe6a23a242f71ad|A|c|4,"When you want to see a picture frequently, where might you put it on your computer?",desktop,desktop can be found home,0.5371,No
732f3bad358e713fbbe6a23a242f71ad|D|c|1,"When you want to see a picture frequently, where might you put it on your computer?",bathroom,bathroom is part of your  house,0.5349,No
732f3bad358e713fbbe6a23a242f71ad|D|c|4,"When you want to see a picture frequently, where might you put it on your computer?",bathroom,bathroom is somewhere to go,0.5208,No
732f3bad358e713fbbe6a23a242f71ad|E|c|2,"When you want to see a picture frequently, where might you put it on your computer?",newspaper,newspaper is a something kept a home,0.5373,No
732f3bad358e713fbbe6a23a242f71ad|E|c|4,"When you want to see a picture frequently, where might you put it on your computer?",newspaper,newspaper can  be held in your hand,0.5316,No
1fc98153625cb86e461b3a52a1aa3556|D|c|0,Where would you find out what a lemur is?,dictionary,dictionary is a animal or book,0.5558,No
1fc98153625cb86e461b3a52a1aa3556|D|c|1,Where would you find out what a lemur is?,dictionary,dictionary can be used for viewing/reading,0.5005,No
8676ddee163b90d0c36980b9fbc0afbb|D|c|0,Where would a marmoset be unable to breathe?,underground,underground is not found above ground,0.5124,No
70a955764f9dc3d225690469eb815b27|A|c|1,Where are you likely to find water underneath?,toilet,toilet can be used for urination,0.708,No
70a955764f9dc3d225690469eb815b27|B|c|1,Where are you likely to find water underneath?,sink,sink can be used for washing or cooking,0.5609,No
70a955764f9dc3d225690469eb815b27|B|c|4,Where are you likely to find water underneath?,sink,sink can be found used for boats and ships,0.5449,No
70a955764f9dc3d225690469eb815b27|D|c|1,Where are you likely to find water underneath?,bridge,bridge can be found used for boats and ships,0.6812,No
df13abc14c5b13d571ac886403550de4|D|c|0,"In architecture, where are all buildings found?",restaurant,restaurant is a type of building,0.5558,No
df13abc14c5b13d571ac886403550de4|D|c|1,"In architecture, where are all buildings found?",restaurant,restaurant is a building structure,0.5554,No
df13abc14c5b13d571ac886403550de4|D|c|2,"In architecture, where are all buildings found?",restaurant,restaurant can be found in a building,0.5452,No
df13abc14c5b13d571ac886403550de4|D|c|3,"In architecture, where are all buildings found?",restaurant,restaurant is a building,0.5322,No
df13abc14c5b13d571ac886403550de4|E|c|0,"In architecture, where are all buildings found?",synagogue,synagogue is a building,0.5776,No
1c3cd8e27a5b9dfcc29a4837c833fa3a|D|c|0,"Stopping being married to each other might seem like a negative thing as it is an end, but it can also be a beginning that brings what?",depression,depression is seen as a negative,0.5306,No
1c3cd8e27a5b9dfcc29a4837c833fa3a|D|c|1,"Stopping being married to each other might seem like a negative thing as it is an end, but it can also be a beginning that brings what?",depression,depression is not a positive thing,0.5122,No
1c3cd8e27a5b9dfcc29a4837c833fa3a|D|c|2,"Stopping being married to each other might seem like a negative thing as it is an end, but it can also be a beginning that brings what?",depression,depression is a negative thing,0.5097,No
1c3cd8e27a5b9dfcc29a4837c833fa3a|D|c|3,"Stopping being married to each other might seem like a negative thing as it is an end, but it can also be a beginning that brings what?",depression,depression is a emotion,0.506,No
354865e117b6db685a0b9d8b38e73cc9|A|c|0,Where are fish from salt water happiest?,river,river is a somewhere animals swim,0.6651,No
354865e117b6db685a0b9d8b38e73cc9|A|c|1,Where are fish from salt water happiest?,river,river is a place that humans can swim,0.5924,No
354865e117b6db685a0b9d8b38e73cc9|A|c|2,Where are fish from salt water happiest?,river,river have (a) salty water,0.562,No
354865e117b6db685a0b9d8b38e73cc9|A|c|3,Where are fish from salt water happiest?,river,river have (a) water,0.5185,No
354865e117b6db685a0b9d8b38e73cc9|B|c|1,Where are fish from salt water happiest?,boat,boat is not a somewhere animals swim,0.5279,No
354865e117b6db685a0b9d8b38e73cc9|C|c|0,Where are fish from salt water happiest?,aquarium,aquarium is a somewhere animals swim,0.7181,No
354865e117b6db685a0b9d8b38e73cc9|C|c|1,Where are fish from salt water happiest?,aquarium,aquarium have (a) water,0.6822,No
354865e117b6db685a0b9d8b38e73cc9|C|c|2,Where are fish from salt water happiest?,aquarium,aquarium is a small body of water,0.634,No
354865e117b6db685a0b9d8b38e73cc9|E|c|0,Where are fish from salt water happiest?,ocean,ocean is a somewhere animals swim,0.6053,No
354865e117b6db685a0b9d8b38e73cc9|E|c|1,Where are fish from salt water happiest?,ocean,ocean have (a) fish in it,0.5814,No
354865e117b6db685a0b9d8b38e73cc9|E|c|2,Where are fish from salt water happiest?,ocean,ocean is a place that humans can swim,0.5146,No
354865e117b6db685a0b9d8b38e73cc9|E|c|3,Where are fish from salt water happiest?,ocean,ocean is made of water,0.503,No
0bee1f3025f017c0f89dea245f3f36d3|D|c|0,Where do most people get carrots?,supermarket,supermarket can be used for buying food,0.5312,Yes
0bee1f3025f017c0f89dea245f3f36d3|D|c|1,Where do most people get carrots?,supermarket,supermarket is a place you buy food,0.5275,Yes
0bee1f3025f017c0f89dea245f3f36d3|D|c|2,Where do most people get carrots?,supermarket,supermarket can be used for purchasing edible items,0.5273,Yes
0bee1f3025f017c0f89dea245f3f36d3|D|c|4,Where do most people get carrots?,supermarket,supermarket is part of (a) food and drink,0.5021,No
1c319809506cfa28f088e1f68224821a|A|c|2,What part of a property may be next to a driveway?,yard,yard can be parked on,0.7483,No
1c319809506cfa28f088e1f68224821a|A|c|4,What part of a property may be next to a driveway?,yard,yard can be found outside,0.72,No
1c319809506cfa28f088e1f68224821a|B|c|1,What part of a property may be next to a driveway?,neighborhood,neighborhood is a place where you can live,0.6429,No
7fcde7632d01eb7f73ef9b0efcc59120|A|c|0,where do you store wine?,attic,attic can be used for storage,0.6338,No
7fcde7632d01eb7f73ef9b0efcc59120|A|c|1,where do you store wine?,attic,attic is used for storage,0.5796,No
7fcde7632d01eb7f73ef9b0efcc59120|B|c|0,where do you store wine?,basement,basement can be used for storing things,0.6325,No
7fcde7632d01eb7f73ef9b0efcc59120|B|c|1,where do you store wine?,basement,basement can be used for storage,0.6248,No
7fcde7632d01eb7f73ef9b0efcc59120|D|c|0,where do you store wine?,church,church can be used for eating or drinking in,0.5401,No
7fcde7632d01eb7f73ef9b0efcc59120|E|c|0,where do you store wine?,bar,bar can be used for storing things inside,0.5719,No
7fcde7632d01eb7f73ef9b0efcc59120|E|c|1,where do you store wine?,bar,bar is part of (a) food and drink,0.5718,No
7fcde7632d01eb7f73ef9b0efcc59120|E|c|4,where do you store wine?,bar,bar is associated with drinking,0.5589,No
7fa4e9f9d5c1d2a071388428c3aa8186|A|c|0,Remembering past successe is likely to cause what?,problems,problems is not typically positive,0.5322,No
7fa4e9f9d5c1d2a071388428c3aa8186|A|c|1,Remembering past successe is likely to cause what?,problems,problems is seen as a negative,0.5232,No
7fa4e9f9d5c1d2a071388428c3aa8186|A|c|2,Remembering past successe is likely to cause what?,problems,problems is not a positive thing,0.5064,No
7fa4e9f9d5c1d2a071388428c3aa8186|A|c|3,Remembering past successe is likely to cause what?,problems,problems is a negative thing,0.5007,No
7fa4e9f9d5c1d2a071388428c3aa8186|B|c|4,Remembering past successe is likely to cause what?,crying,crying is a negative emotion or feeling,0.7009,No
7fa4e9f9d5c1d2a071388428c3aa8186|C|c|0,Remembering past successe is likely to cause what?,inspiration,inspiration have (a) positive connotation,0.6328,No
7fa4e9f9d5c1d2a071388428c3aa8186|C|c|1,Remembering past successe is likely to cause what?,inspiration,inspiration is a positive thing,0.6019,No
7fa4e9f9d5c1d2a071388428c3aa8186|C|c|2,Remembering past successe is likely to cause what?,inspiration,inspiration is typically positive,0.5947,No
7fa4e9f9d5c1d2a071388428c3aa8186|C|c|4,Remembering past successe is likely to cause what?,inspiration,inspiration is not a negative feeling,0.5438,No
7fa4e9f9d5c1d2a071388428c3aa8186|D|c|0,Remembering past successe is likely to cause what?,trauma,trauma is a negative feeling,0.7793,No
7fa4e9f9d5c1d2a071388428c3aa8186|D|c|1,Remembering past successe is likely to cause what?,trauma,trauma is a negative emotion or feeling,0.7749,No
7fa4e9f9d5c1d2a071388428c3aa8186|D|c|2,Remembering past successe is likely to cause what?,trauma,trauma is not typically positive,0.7526,No
7fa4e9f9d5c1d2a071388428c3aa8186|D|c|3,Remembering past successe is likely to cause what?,trauma,trauma is not a positive thing,0.7445,No
7fa4e9f9d5c1d2a071388428c3aa8186|D|c|4,Remembering past successe is likely to cause what?,trauma,trauma is a negative thing,0.7429,No
7fa4e9f9d5c1d2a071388428c3aa8186|E|c|0,Remembering past successe is likely to cause what?,nightmares,nightmares is not a positive thing,0.8109,No
7fa4e9f9d5c1d2a071388428c3aa8186|E|c|1,Remembering past successe is likely to cause what?,nightmares,nightmares is a negative thing,0.7851,No
7fa4e9f9d5c1d2a071388428c3aa8186|E|c|2,Remembering past successe is likely to cause what?,nightmares,nightmares is not typically positive,0.7763,No
7fa4e9f9d5c1d2a071388428c3aa8186|E|c|4,Remembering past successe is likely to cause what?,nightmares,nightmares is seen as a negative,0.7723,No
840a2981f00bd72e9c67b95592f34ba2|B|c|3,Where could you learn about someone's paper?,conference,conference is a place people can visit,0.6175,No
c0679d9be288f1a52c0edef47009b9d9|D|c|0,Where do kids gather in the entrance hall at the request of teachers?,school,school have (a) usually have people inside,0.7177,No
c0679d9be288f1a52c0edef47009b9d9|D|c|1,Where do kids gather in the entrance hall at the request of teachers?,school,school can be used for a gathering of people,0.6547,No
c0679d9be288f1a52c0edef47009b9d9|D|c|2,Where do kids gather in the entrance hall at the request of teachers?,school,school can have people physically inside it,0.6516,No
c0679d9be288f1a52c0edef47009b9d9|D|c|3,Where do kids gather in the entrance hall at the request of teachers?,school,school can be used for a physical meeting of people,0.6447,No
c0679d9be288f1a52c0edef47009b9d9|D|c|4,Where do kids gather in the entrance hall at the request of teachers?,school,school is child friendly,0.6047,No
cd7439b24b8780701f54303183a58396_1|C|c|1,"If they were celebrating the occasion, how could the occasion be described?",dancing,dancing is a something considered as positive,0.5628,No
cd7439b24b8780701f54303183a58396_1|C|c|2,"If they were celebrating the occasion, how could the occasion be described?",dancing,dancing is a associated to a positive experience,0.562,No
cd7439b24b8780701f54303183a58396_1|D|c|1,"If they were celebrating the occasion, how could the occasion be described?",happiness,happiness is a something considered as positive,0.6684,No
cd7439b24b8780701f54303183a58396_1|D|c|3,"If they were celebrating the occasion, how could the occasion be described?",happiness,happiness is a positive emotion,0.6617,No
cd7439b24b8780701f54303183a58396_1|E|c|1,"If they were celebrating the occasion, how could the occasion be described?",enjoyment,enjoyment is a something considered as positive,0.6495,No
cd7439b24b8780701f54303183a58396_1|E|c|4,"If they were celebrating the occasion, how could the occasion be described?",enjoyment,enjoyment is a positive emotion,0.6137,No
7f761b386f1d73123469c759bcf00e34|A|c|1,Where can a human relax?,workplace,workplace is a place where people work,0.6605,Yes
7f761b386f1d73123469c759bcf00e34|C|c|1,Where can a human relax?,church,church is a place to pray,0.6588,Yes
7f761b386f1d73123469c759bcf00e34|C|c|3,Where can a human relax?,church,church is a place of worship,0.6511,Yes
ba5e0c216e15e43dfb9e36bfcca74839|A|c|3,Where would you put a fire extinguisher if you do not have any large doors in your house and your house only has one floor?,garage,garage can be found in a house,0.5857,No
ba5e0c216e15e43dfb9e36bfcca74839|C|c|0,Where would you put a fire extinguisher if you do not have any large doors in your house and your house only has one floor?,house,house is not capable of burning you,0.576,No
ba5e0c216e15e43dfb9e36bfcca74839|D|c|1,Where would you put a fire extinguisher if you do not have any large doors in your house and your house only has one floor?,kitchen,kitchen can be found in a house,0.5957,No
ba5e0c216e15e43dfb9e36bfcca74839|D|c|2,Where would you put a fire extinguisher if you do not have any large doors in your house and your house only has one floor?,kitchen,kitchen can be found in  a residence,0.5877,No
ba5e0c216e15e43dfb9e36bfcca74839|D|c|4,Where would you put a fire extinguisher if you do not have any large doors in your house and your house only has one floor?,kitchen,kitchen is not capable of burning you,0.5802,No
1ea6c947dc0118b15c9ea83ce72ba3a4|A|c|1,Where is dirty clothing likely to be put?,closet,closet is used for storage,0.7478,No
1ea6c947dc0118b15c9ea83ce72ba3a4|A|c|4,Where is dirty clothing likely to be put?,closet,closet can be used for storing physical things,0.7128,No
1ea6c947dc0118b15c9ea83ce72ba3a4|B|c|0,Where is dirty clothing likely to be put?,trunk,trunk can be used for storing physical things,0.6937,No
1ea6c947dc0118b15c9ea83ce72ba3a4|B|c|1,Where is dirty clothing likely to be put?,trunk,trunk can be used for to keep items,0.6842,No
1ea6c947dc0118b15c9ea83ce72ba3a4|B|c|2,Where is dirty clothing likely to be put?,trunk,trunk can be used for storing things in,0.6837,No
1ea6c947dc0118b15c9ea83ce72ba3a4|B|c|4,Where is dirty clothing likely to be put?,trunk,trunk can be used for storage,0.6466,No
1ea6c947dc0118b15c9ea83ce72ba3a4|C|c|0,Where is dirty clothing likely to be put?,drawer,drawer is a store items,0.7242,No
e42b019208e115dae8e70427661fd8d7|A|c|0,Where might groceries go when you take them home and put them in a room that isn't the main cooking room?,trunk,trunk can be used for to keep items,0.6367,No
e42b019208e115dae8e70427661fd8d7|A|c|1,Where might groceries go when you take them home and put them in a room that isn't the main cooking room?,trunk,trunk can be used for storing things in,0.6181,No
e42b019208e115dae8e70427661fd8d7|A|c|2,Where might groceries go when you take them home and put them in a room that isn't the main cooking room?,trunk,trunk can be used for storing physical things,0.5954,No
e42b019208e115dae8e70427661fd8d7|A|c|3,Where might groceries go when you take them home and put them in a room that isn't the main cooking room?,trunk,trunk can be used for storage,0.5686,No
e42b019208e115dae8e70427661fd8d7|B|c|0,Where might groceries go when you take them home and put them in a room that isn't the main cooking room?,supermarket,supermarket can be used for purchasing edible items,0.6177,No
e42b019208e115dae8e70427661fd8d7|B|c|1,Where might groceries go when you take them home and put them in a room that isn't the main cooking room?,supermarket,supermarket can be used for buying food,0.6115,No
e42b019208e115dae8e70427661fd8d7|B|c|2,Where might groceries go when you take them home and put them in a room that isn't the main cooking room?,supermarket,supermarket is a place you buy food,0.6079,No
e42b019208e115dae8e70427661fd8d7|B|c|4,Where might groceries go when you take them home and put them in a room that isn't the main cooking room?,supermarket,supermarket is not a room in a residence,0.5956,No
e42b019208e115dae8e70427661fd8d7|C|c|0,Where might groceries go when you take them home and put them in a room that isn't the main cooking room?,shelf,shelf can be used for at home,0.7169,No
e42b019208e115dae8e70427661fd8d7|C|c|1,Where might groceries go when you take them home and put them in a room that isn't the main cooking room?,shelf,shelf is a something kept at home,0.7088,No
e42b019208e115dae8e70427661fd8d7|C|c|2,Where might groceries go when you take them home and put them in a room that isn't the main cooking room?,shelf,shelf can be found in a kitchen,0.7026,Yes
e42b019208e115dae8e70427661fd8d7|C|c|3,Where might groceries go when you take them home and put them in a room that isn't the main cooking room?,shelf,shelf can be found in a house,0.6894,No
e42b019208e115dae8e70427661fd8d7|C|c|4,Where might groceries go when you take them home and put them in a room that isn't the main cooking room?,shelf,shelf can be found in  a residence,0.6868,No
e42b019208e115dae8e70427661fd8d7|D|c|0,Where might groceries go when you take them home and put them in a room that isn't the main cooking room?,sink,sink can be used for washing or cooking,0.5544,No
e42b019208e115dae8e70427661fd8d7|D|c|1,Where might groceries go when you take them home and put them in a room that isn't the main cooking room?,sink,sink can be found in  a residence,0.5414,No
e42b019208e115dae8e70427661fd8d7|D|c|2,Where might groceries go when you take them home and put them in a room that isn't the main cooking room?,sink,sink can be found in the kitchen,0.5325,Yes
e42b019208e115dae8e70427661fd8d7|D|c|3,Where might groceries go when you take them home and put them in a room that isn't the main cooking room?,sink,sink can be found in a kitchen,0.5174,No
e42b019208e115dae8e70427661fd8d7|E|c|0,Where might groceries go when you take them home and put them in a room that isn't the main cooking room?,pantry,pantry can be found in a kitchen,0.6382,Yes
e42b019208e115dae8e70427661fd8d7|E|c|1,Where might groceries go when you take them home and put them in a room that isn't the main cooking room?,pantry,pantry have (a) store edible items,0.6138,No
e42b019208e115dae8e70427661fd8d7|E|c|2,Where might groceries go when you take them home and put them in a room that isn't the main cooking room?,pantry,pantry can be used for storing things in,0.6137,No
e42b019208e115dae8e70427661fd8d7|E|c|3,Where might groceries go when you take them home and put them in a room that isn't the main cooking room?,pantry,pantry can store things,0.6112,No
0f44dba23cf417bc873a7982fc6a6ea4|B|c|1,Where can someone spend money?,casino,casino is a type of business,0.846,No
0f44dba23cf417bc873a7982fc6a6ea4|B|c|3,Where can someone spend money?,casino,casino can keeping cash,0.7504,No
0f44dba23cf417bc873a7982fc6a6ea4|C|c|0,Where can someone spend money?,supermarket,supermarket is a place you buy food,0.8166,Yes
0f44dba23cf417bc873a7982fc6a6ea4|C|c|3,Where can someone spend money?,supermarket,supermarket can be used for buying food,0.783,Yes
0f44dba23cf417bc873a7982fc6a6ea4|D|c|0,Where can someone spend money?,store,store can be used for buying things,0.7371,Yes
0f44dba23cf417bc873a7982fc6a6ea4|D|c|4,Where can someone spend money?,store,store is a business,0.6784,Yes
80930e9df9ac4ad752749a54e7fc124f_1|A|c|1,I house outside the center of a community is said to be where?,city,city can not be found inside a house,0.6364,No
80930e9df9ac4ad752749a54e7fc124f_1|C|c|0,I house outside the center of a community is said to be where?,newspaper,newspaper is a something kept a home,0.5167,No
80930e9df9ac4ad752749a54e7fc124f_1|E|c|0,I house outside the center of a community is said to be where?,street,street is not part of (a) house,0.7142,No
80930e9df9ac4ad752749a54e7fc124f_1|E|c|2,I house outside the center of a community is said to be where?,street,street can not be found inside a house,0.5848,No
80930e9df9ac4ad752749a54e7fc124f_1|E|c|3,I house outside the center of a community is said to be where?,street,street can not be found at a home,0.5483,No
1d1ac24a21733555e8a8266215a4aa2c|A|c|0,Where would you find a passageway that is mainly used by visitors?,building,building is not a place you visit often,0.6163,No
1d1ac24a21733555e8a8266215a4aa2c|B|c|4,Where would you find a passageway that is mainly used by visitors?,hotel,hotel can have someone inside it,0.6536,No
1d1ac24a21733555e8a8266215a4aa2c|D|c|0,Where would you find a passageway that is mainly used by visitors?,house,house is a place or location to visit,0.6548,No
1d1ac24a21733555e8a8266215a4aa2c|D|c|3,Where would you find a passageway that is mainly used by visitors?,house,house can be currently visited,0.5907,No
927a1ba9e76d6ee8dcee0749b12aabcd|B|c|0,Where would glasses be needed by many people?,meeting,meeting is a gathering of people,0.617,No
927a1ba9e76d6ee8dcee0749b12aabcd|B|c|1,Where would glasses be needed by many people?,meeting,meeting is made of people gathering together,0.6122,No
927a1ba9e76d6ee8dcee0749b12aabcd|B|c|2,Where would glasses be needed by many people?,meeting,meeting is a group action,0.5959,No
927a1ba9e76d6ee8dcee0749b12aabcd|B|c|3,Where would glasses be needed by many people?,meeting,meeting is a place people can meet,0.5942,No
2b1f9073940bc7658caf13bdbbe6944d|B|c|4,"If there is a bird at my window, what is it likely sitting on?",forest,forest is not part of your  house,0.5001,No
67300a58441566e71a22923b78168a82|B|c|0,Where is building likely to be rapid?,home,home is a type /part of building,0.5083,No
67300a58441566e71a22923b78168a82|C|c|1,Where is building likely to be rapid?,town,town have (a) buildings in it,0.5403,No
67300a58441566e71a22923b78168a82|E|c|0,Where is building likely to be rapid?,office,office is a type of building,0.5399,No
67300a58441566e71a22923b78168a82|E|c|1,Where is building likely to be rapid?,office,office is a type /part of building,0.5171,No
582493da214eaf81d23a54d646e8a590|A|c|0,An over-heated snake will hide where in a house?,bedroom,bedroom is not capable of burning you,0.5163,No
582493da214eaf81d23a54d646e8a590|A|c|2,An over-heated snake will hide where in a house?,bedroom,bedroom can be found inside a house,0.5021,No
a8e5bc385c4d82377ba1e8ba82cc9324|A|c|1,What eastern state is home to a mountain?,switzerland,switzerland is located in europe,0.5286,No
a8e5bc385c4d82377ba1e8ba82cc9324|A|c|2,What eastern state is home to a mountain?,switzerland,switzerland is a country,0.5094,No
a8e5bc385c4d82377ba1e8ba82cc9324|B|c|1,What eastern state is home to a mountain?,pennsylvania,pennsylvania can be found in north america,0.7377,No
c96a86957a9ab1d8ca0aeeb7f040d87a_1|B|c|0,"There were times where kids wanted to know a definition, so there was a nice big dictionary in the what?",classroom,classroom can be used for reading,0.5712,No
c96a86957a9ab1d8ca0aeeb7f040d87a_1|B|c|1,"There were times where kids wanted to know a definition, so there was a nice big dictionary in the what?",classroom,classroom can be used for reading and studying,0.5652,No
c96a86957a9ab1d8ca0aeeb7f040d87a_1|B|c|2,"There were times where kids wanted to know a definition, so there was a nice big dictionary in the what?",classroom,classroom is a place of learning,0.5059,No
c96a86957a9ab1d8ca0aeeb7f040d87a_1|D|c|0,"There were times where kids wanted to know a definition, so there was a nice big dictionary in the what?",library,library can be used for children to study,0.6468,No
c96a86957a9ab1d8ca0aeeb7f040d87a_1|D|c|1,"There were times where kids wanted to know a definition, so there was a nice big dictionary in the what?",library,library is related to studying,0.6357,No
c96a86957a9ab1d8ca0aeeb7f040d87a_1|D|c|2,"There were times where kids wanted to know a definition, so there was a nice big dictionary in the what?",library,library can be used for reading and studying,0.6243,No
c96a86957a9ab1d8ca0aeeb7f040d87a_1|D|c|3,"There were times where kids wanted to know a definition, so there was a nice big dictionary in the what?",library,library can be used for reading books,0.6217,No
c96a86957a9ab1d8ca0aeeb7f040d87a_1|D|c|4,"There were times where kids wanted to know a definition, so there was a nice big dictionary in the what?",library,library is a a place to read books,0.6217,No
c96a86957a9ab1d8ca0aeeb7f040d87a_1|E|c|0,"There were times where kids wanted to know a definition, so there was a nice big dictionary in the what?",shelf,shelf is a necessity for education,0.546,No
c96a86957a9ab1d8ca0aeeb7f040d87a_1|E|c|1,"There were times where kids wanted to know a definition, so there was a nice big dictionary in the what?",shelf,shelf can be found library,0.5147,No
9d028adccf37c8021d50f434273cffe8|A|c|0,What feature can a river flow through?,valley,valley have (a) water,0.8086,No
9d028adccf37c8021d50f434273cffe8|A|c|1,What feature can a river flow through?,valley,valley is not a small body of water,0.7566,No
9d028adccf37c8021d50f434273cffe8|A|c|2,What feature can a river flow through?,valley,valley can be found inland,0.7121,No
9d028adccf37c8021d50f434273cffe8|D|c|1,What feature can a river flow through?,bridge,bridge can be found used for boats and ships,0.7411,No
9d028adccf37c8021d50f434273cffe8|E|c|0,What feature can a river flow through?,waterfall,waterfall have (a) water,0.8847,No
9d028adccf37c8021d50f434273cffe8|E|c|3,What feature can a river flow through?,waterfall,waterfall is not a place that humans can swim,0.6246,No
35fd5138f260005bf760cf8f095f263b|B|c|1,Where is a likely place to view an old copy machine?,museum,museum can be used for storing historical artifacts,0.7329,Yes
35fd5138f260005bf760cf8f095f263b|E|c|4,Where is a likely place to view an old copy machine?,office,office can be used for work,0.5358,Yes
