ID,question,concept,candidate_statement,SimCSE_score,relevant,correct
68b4323ec02ec74527218c7ee0c5ce8b|D|c|3,"These days, what is the one place you are guaranteed to find a telephone?",office,office can be used for work,0.5428,Yes,Yes
68b4323ec02ec74527218c7ee0c5ce8b|D|c|4,"These days, what is the one place you are guaranteed to find a telephone?",office,office can be found indoors,0.5386,No,Yes
211e134607dc01352600faa14c168fc3|A|c|0,He was looking for the holiday decorations and found an old box of clothes up where?,attic,attic is used for storage,0.5330,Yes,Yes
211e134607dc01352600faa14c168fc3|A|c|1,He was looking for the holiday decorations and found an old box of clothes up where?,attic,attic is found in the house,0.5215,No,Yes
211e134607dc01352600faa14c168fc3|A|c|2,He was looking for the holiday decorations and found an old box of clothes up where?,attic,attic is found inside a house,0.5097,No,Yes
211e134607dc01352600faa14c168fc3|D|c|0,He was looking for the holiday decorations and found an old box of clothes up where?,closet,closet is found inside a house,0.5825,No,Yes
211e134607dc01352600faa14c168fc3|D|c|1,He was looking for the holiday decorations and found an old box of clothes up where?,closet,closet is used for storage,0.5665,Yes,Yes
211e134607dc01352600faa14c168fc3|D|c|2,He was looking for the holiday decorations and found an old box of clothes up where?,closet,closet can furnishing for a home,0.5424,No,Yes
211e134607dc01352600faa14c168fc3|D|c|3,He was looking for the holiday decorations and found an old box of clothes up where?,closet,closet can be found inside a house,0.5423,No,Yes
211e134607dc01352600faa14c168fc3|D|c|4,He was looking for the holiday decorations and found an old box of clothes up where?,closet,closet can be used for storing things,0.5395,Yes,Yes
211e134607dc01352600faa14c168fc3|E|c|0,He was looking for the holiday decorations and found an old box of clothes up where?,box,box can be found inside a house,0.5666,No,Yes
8099920732935dceedaa8ce40b466072|A|c|0,You may drink from a cup in what small dwelling that are normally grouped together in one building?,school,school have (a) usually have people inside,0.6162,No,Yes
8099920732935dceedaa8ce40b466072|A|c|1,You may drink from a cup in what small dwelling that are normally grouped together in one building?,school,school can be used for a gathering of people,0.5581,Yes,Yes
8099920732935dceedaa8ce40b466072|A|c|2,You may drink from a cup in what small dwelling that are normally grouped together in one building?,school,school can be used for a physical meeting of people,0.5467,Yes,Yes
8099920732935dceedaa8ce40b466072|A|c|3,You may drink from a cup in what small dwelling that are normally grouped together in one building?,school,school is a type of building,0.5451,No,Yes
8099920732935dceedaa8ce40b466072|A|c|4,You may drink from a cup in what small dwelling that are normally grouped together in one building?,school,school can be found indoors,0.5435,No,Yes
8099920732935dceedaa8ce40b466072|B|c|0,You may drink from a cup in what small dwelling that are normally grouped together in one building?,apartment,apartment can be used for  gathering together,0.5886,Yes,Yes
8099920732935dceedaa8ce40b466072|B|c|1,You may drink from a cup in what small dwelling that are normally grouped together in one building?,apartment,apartment have (a) usually have people inside,0.5739,Yes,Yes
8099920732935dceedaa8ce40b466072|B|c|2,You may drink from a cup in what small dwelling that are normally grouped together in one building?,apartment,apartment can be used for living inside of,0.5644,No,Yes
8099920732935dceedaa8ce40b466072|B|c|3,You may drink from a cup in what small dwelling that are normally grouped together in one building?,apartment,apartment is a type /part of building,0.5587,No,Yes
8099920732935dceedaa8ce40b466072|B|c|4,You may drink from a cup in what small dwelling that are normally grouped together in one building?,apartment,apartment can be used for a physical meeting of people,0.5561,Yes,Yes
8099920732935dceedaa8ce40b466072|D|c|0,You may drink from a cup in what small dwelling that are normally grouped together in one building?,table,table can be found inside a place of habitation,0.5236,No,Yes
8099920732935dceedaa8ce40b466072|E|c|0,You may drink from a cup in what small dwelling that are normally grouped together in one building?,restaurant,restaurant can be used for eating or drinking in,0.6345,Yes,Yes
8099920732935dceedaa8ce40b466072|E|c|1,You may drink from a cup in what small dwelling that are normally grouped together in one building?,restaurant,restaurant can be used for a gathering of people,0.5993,Yes,Yes
8099920732935dceedaa8ce40b466072|E|c|2,You may drink from a cup in what small dwelling that are normally grouped together in one building?,restaurant,restaurant have (a) usually have people inside,0.5914,Yes,Yes
8099920732935dceedaa8ce40b466072|E|c|3,You may drink from a cup in what small dwelling that are normally grouped together in one building?,restaurant,restaurant is a type of building,0.5885,No,Yes
8099920732935dceedaa8ce40b466072|E|c|4,You may drink from a cup in what small dwelling that are normally grouped together in one building?,restaurant,restaurant can be used for serving food,0.5777,No,Yes
094ea0c02e961d8542783a619c4e7ab1|A|c|0,Something that holds food or other items is called what?,container,container have (a) connection to food,0.8984,Yes,Yes
094ea0c02e961d8542783a619c4e7ab1|A|c|1,Something that holds food or other items is called what?,container,container can store things,0.8513,Yes,Yes
094ea0c02e961d8542783a619c4e7ab1|A|c|2,Something that holds food or other items is called what?,container,container can be used for storing things in,0.8272,Yes,Yes
094ea0c02e961d8542783a619c4e7ab1|A|c|3,Something that holds food or other items is called what?,container,container can be used for storing physical things,0.8198,Yes,Yes
094ea0c02e961d8542783a619c4e7ab1|A|c|4,Something that holds food or other items is called what?,container,container can be used for carrying things,0.8169,No,Yes
094ea0c02e961d8542783a619c4e7ab1|B|c|0,Something that holds food or other items is called what?,kitchen,kitchen can be used for food,0.9040,Yes,Yes
094ea0c02e961d8542783a619c4e7ab1|B|c|1,Something that holds food or other items is called what?,kitchen,kitchen is a place to make food,0.8875,Yes,Yes
094ea0c02e961d8542783a619c4e7ab1|B|c|2,Something that holds food or other items is called what?,kitchen,kitchen can be used for storing edible things,0.8836,Yes,Yes
094ea0c02e961d8542783a619c4e7ab1|B|c|3,Something that holds food or other items is called what?,kitchen,kitchen have (a) store edible items,0.8785,Yes,Yes
094ea0c02e961d8542783a619c4e7ab1|B|c|4,Something that holds food or other items is called what?,kitchen,kitchen can be used for cooking,0.8672,Yes,Yes
094ea0c02e961d8542783a619c4e7ab1|C|c|0,Something that holds food or other items is called what?,backpack,backpack can be used for carrying things,0.8913,Yes,Yes
094ea0c02e961d8542783a619c4e7ab1|C|c|1,Something that holds food or other items is called what?,backpack,backpack is something you can carry,0.8676,No,Yes
094ea0c02e961d8542783a619c4e7ab1|C|c|2,Something that holds food or other items is called what?,backpack,backpack can be used for storage,0.8671,Yes,Yes
094ea0c02e961d8542783a619c4e7ab1|C|c|3,Something that holds food or other items is called what?,backpack,backpack is a object,0.8602,No,Yes
094ea0c02e961d8542783a619c4e7ab1|C|c|4,Something that holds food or other items is called what?,backpack,backpack can be worn,0.8583,No,Yes
094ea0c02e961d8542783a619c4e7ab1|D|c|0,Something that holds food or other items is called what?,jar,jar can be used for containing objects,0.8533,Yes,Yes
094ea0c02e961d8542783a619c4e7ab1|D|c|1,Something that holds food or other items is called what?,jar,jar can store things,0.8436,Yes,Yes
094ea0c02e961d8542783a619c4e7ab1|D|c|2,Something that holds food or other items is called what?,jar,jar have (a) connection to food,0.8428,Yes,Yes
094ea0c02e961d8542783a619c4e7ab1|D|c|3,Something that holds food or other items is called what?,jar,jar can be used for storage,0.8275,Yes,Yes
094ea0c02e961d8542783a619c4e7ab1|D|c|4,Something that holds food or other items is called what?,jar,jar is a object,0.8143,No,Yes
094ea0c02e961d8542783a619c4e7ab1|E|c|0,Something that holds food or other items is called what?,bowl,bowl is a dish,0.8942,No,No
094ea0c02e961d8542783a619c4e7ab1|E|c|1,Something that holds food or other items is called what?,bowl,bowl can be used for serving,0.8941,Yes,Yes
094ea0c02e961d8542783a619c4e7ab1|E|c|2,Something that holds food or other items is called what?,bowl,bowl is related to eating,0.8767,Yes,Yes
094ea0c02e961d8542783a619c4e7ab1|E|c|3,Something that holds food or other items is called what?,bowl,bowl is a something you eat off,0.8417,Yes,Yes
094ea0c02e961d8542783a619c4e7ab1|E|c|4,Something that holds food or other items is called what?,bowl,bowl can  be moved,0.8044,No,Yes
2bcf748c60554a44ab318ad040109bcc|B|c|0,People celebrate by going places and riding rides.  What's one obvious place people might go to celebrate?,opera,opera is a gathering place,0.7473,Yes,Yes
2bcf748c60554a44ab318ad040109bcc|B|c|1,People celebrate by going places and riding rides.  What's one obvious place people might go to celebrate?,opera,opera can be used for happy or entertaining events,0.7436,Yes,Yes
2bcf748c60554a44ab318ad040109bcc|B|c|2,People celebrate by going places and riding rides.  What's one obvious place people might go to celebrate?,opera,opera can be used for  gathering together,0.7300,Yes,Yes
2bcf748c60554a44ab318ad040109bcc|B|c|3,People celebrate by going places and riding rides.  What's one obvious place people might go to celebrate?,opera,opera is a form of entertainment,0.6894,Yes,Yes
2bcf748c60554a44ab318ad040109bcc|B|c|4,People celebrate by going places and riding rides.  What's one obvious place people might go to celebrate?,opera,opera is a event,0.6889,No,Yes
2bcf748c60554a44ab318ad040109bcc|C|c|0,People celebrate by going places and riding rides.  What's one obvious place people might go to celebrate?,disneyland,disneyland is a popular attraction,0.8019,Yes,Yes
2bcf748c60554a44ab318ad040109bcc|C|c|1,People celebrate by going places and riding rides.  What's one obvious place people might go to celebrate?,disneyland,disneyland is a vacation destination,0.7745,No,Yes
2bcf748c60554a44ab318ad040109bcc|C|c|2,People celebrate by going places and riding rides.  What's one obvious place people might go to celebrate?,disneyland,disneyland is a   place,0.7451,No,Yes
2bcf748c60554a44ab318ad040109bcc|C|c|3,People celebrate by going places and riding rides.  What's one obvious place people might go to celebrate?,disneyland,disneyland is a place,0.7423,No,Yes
2bcf748c60554a44ab318ad040109bcc|C|c|4,People celebrate by going places and riding rides.  What's one obvious place people might go to celebrate?,disneyland,disneyland is a place or location,0.7385,No,Yes
2bcf748c60554a44ab318ad040109bcc|D|c|0,People celebrate by going places and riding rides.  What's one obvious place people might go to celebrate?,carnival,carnival is a form of entertainment,0.8327,Yes,Yes
2bcf748c60554a44ab318ad040109bcc|D|c|1,People celebrate by going places and riding rides.  What's one obvious place people might go to celebrate?,carnival,carnival is a place or location,0.8227,No,Yes
2bcf748c60554a44ab318ad040109bcc|D|c|2,People celebrate by going places and riding rides.  What's one obvious place people might go to celebrate?,carnival,carnival can be performed,0.7966,No,Yes
2bcf748c60554a44ab318ad040109bcc|D|c|3,People celebrate by going places and riding rides.  What's one obvious place people might go to celebrate?,carnival,carnival can be used for travel,0.7762,Yes,Yes
2bcf748c60554a44ab318ad040109bcc|D|c|4,People celebrate by going places and riding rides.  What's one obvious place people might go to celebrate?,carnival,carnival is a music related event,0.7287,No,Yes
2bcf748c60554a44ab318ad040109bcc|E|c|0,People celebrate by going places and riding rides.  What's one obvious place people might go to celebrate?,park,park is a place people go for fun,0.7532,Yes,Yes
2bcf748c60554a44ab318ad040109bcc|E|c|1,People celebrate by going places and riding rides.  What's one obvious place people might go to celebrate?,park,park is a place you visit,0.6878,No,Yes
2bcf748c60554a44ab318ad040109bcc|E|c|2,People celebrate by going places and riding rides.  What's one obvious place people might go to celebrate?,park,park is a place you can visit,0.6649,No,Yes
2bcf748c60554a44ab318ad040109bcc|E|c|3,People celebrate by going places and riding rides.  What's one obvious place people might go to celebrate?,park,park is a place where you can visit,0.6468,No,Yes
2bcf748c60554a44ab318ad040109bcc|E|c|4,People celebrate by going places and riding rides.  What's one obvious place people might go to celebrate?,park,park is a place,0.6431,No,Yes
9b45fd2489eef46ca360b32e73984aee|A|c|0,What could have space for some food?,universe,universe is a place,0.6094,No,Yes
9b45fd2489eef46ca360b32e73984aee|A|c|1,What could have space for some food?,universe,universe is a place or location to visit,0.5919,No,Yes
9b45fd2489eef46ca360b32e73984aee|A|c|2,What could have space for some food?,universe,universe can be used for entertainment,0.5490,No,Yes
9b45fd2489eef46ca360b32e73984aee|C|c|0,What could have space for some food?,jar,jar can be used for storage,0.8600,Yes,Yes
9b45fd2489eef46ca360b32e73984aee|C|c|1,What could have space for some food?,jar,jar can store things,0.8318,Yes,Yes
9b45fd2489eef46ca360b32e73984aee|C|c|2,What could have space for some food?,jar,jar can be used for containing objects,0.8268,Yes,Yes
9b45fd2489eef46ca360b32e73984aee|C|c|3,What could have space for some food?,jar,jar have (a) connection to food,0.8109,Yes,Yes
9b45fd2489eef46ca360b32e73984aee|C|c|4,What could have space for some food?,jar,jar can be used for living,0.7756,No,Yes
9b45fd2489eef46ca360b32e73984aee|E|c|0,What could have space for some food?,box,box can be used for storage,0.8125,Yes,Yes
9b45fd2489eef46ca360b32e73984aee|E|c|1,What could have space for some food?,box,box can be used for packing things inside,0.8028,Yes,Yes
9b45fd2489eef46ca360b32e73984aee|E|c|2,What could have space for some food?,box,box can be used for containing objects,0.8014,Yes,Yes
9b45fd2489eef46ca360b32e73984aee|E|c|3,What could have space for some food?,box,box can be used for storing physical things,0.8003,Yes,Yes
9b45fd2489eef46ca360b32e73984aee|E|c|4,What could have space for some food?,box,box is a object,0.7234,No,Yes
d704344126fe44db556043532ec8be47|A|c|0,Where might a television used at night be?,cabinet,cabinet is a piece of furniture,0.5968,No,Yes
d704344126fe44db556043532ec8be47|A|c|1,Where might a television used at night be?,cabinet,cabinet can be found in a house,0.5949,No,Yes
d704344126fe44db556043532ec8be47|A|c|2,Where might a television used at night be?,cabinet,cabinet is a furniture,0.5888,No,Yes
d704344126fe44db556043532ec8be47|A|c|3,Where might a television used at night be?,cabinet,cabinet is a object,0.5881,No,Yes
d704344126fe44db556043532ec8be47|A|c|4,Where might a television used at night be?,cabinet,cabinet is a room (type),0.5845,No,Yes
d704344126fe44db556043532ec8be47|B|c|0,Where might a television used at night be?,house,house is a place you could sleep in,0.5068,No,Yes
d704344126fe44db556043532ec8be47|C|c|0,Where might a television used at night be?,apartment,apartment is a place,0.5691,No,Yes
d704344126fe44db556043532ec8be47|C|c|1,Where might a television used at night be?,apartment,apartment is a type of home,0.5664,No,Yes
d704344126fe44db556043532ec8be47|C|c|2,Where might a television used at night be?,apartment,apartment can be used for sleeping,0.5647,No,Yes
d704344126fe44db556043532ec8be47|C|c|3,Where might a television used at night be?,apartment,apartment can be slept in,0.5636,No,Yes
d704344126fe44db556043532ec8be47|C|c|4,Where might a television used at night be?,apartment,apartment is a place or location,0.5622,No,Yes
d704344126fe44db556043532ec8be47|D|c|0,Where might a television used at night be?,bedroom,bedroom is a type of room,0.6689,No,Yes
d704344126fe44db556043532ec8be47|D|c|1,Where might a television used at night be?,bedroom,bedroom can be used for sleeping on,0.6584,No,Yes
d704344126fe44db556043532ec8be47|D|c|2,Where might a television used at night be?,bedroom,bedroom can be slept in,0.6574,No,Yes
d704344126fe44db556043532ec8be47|D|c|3,Where might a television used at night be?,bedroom,bedroom can be found in  a residence,0.6541,No,Yes
d704344126fe44db556043532ec8be47|D|c|4,Where might a television used at night be?,bedroom,bedroom can be used for eating or sleeping in,0.6490,No,Yes
d704344126fe44db556043532ec8be47|E|c|0,Where might a television used at night be?,woods,woods is a place,0.5302,No,Yes
cdd8cad96fd3b5901f54e4ef86f2b944|A|c|0,Where would you buy candy and other foods?,movies,movies is a object,0.6850,No,Yes
cdd8cad96fd3b5901f54e4ef86f2b944|A|c|1,Where would you buy candy and other foods?,movies,movies can be used for entertainment,0.6594,No,Yes
cdd8cad96fd3b5901f54e4ef86f2b944|A|c|2,Where would you buy candy and other foods?,movies,movies is a place you can visit,0.6384,No,Yes
cdd8cad96fd3b5901f54e4ef86f2b944|A|c|3,Where would you buy candy and other foods?,movies,movies can be watched,0.5998,No,Yes
cdd8cad96fd3b5901f54e4ef86f2b944|A|c|4,Where would you buy candy and other foods?,movies,movies is not a part of the body,0.5587,No,Yes
cdd8cad96fd3b5901f54e4ef86f2b944|B|c|0,Where would you buy candy and other foods?,supermarket,supermarket can be used for purchasing edible items,0.7558,Yes,Yes
cdd8cad96fd3b5901f54e4ef86f2b944|B|c|1,Where would you buy candy and other foods?,supermarket,supermarket is a place you buy food,0.7492,Yes,Yes
cdd8cad96fd3b5901f54e4ef86f2b944|B|c|2,Where would you buy candy and other foods?,supermarket,supermarket have (a) edible items for sale,0.7330,Yes,Yes
cdd8cad96fd3b5901f54e4ef86f2b944|B|c|3,Where would you buy candy and other foods?,supermarket,supermarket can be used for buying food,0.7262,Yes,Yes
cdd8cad96fd3b5901f54e4ef86f2b944|B|c|4,Where would you buy candy and other foods?,supermarket,supermarket is part of (a) food and drink,0.7231,Yes,Yes
cdd8cad96fd3b5901f54e4ef86f2b944|D|c|0,Where would you buy candy and other foods?,jar,jar have (a) connection to food,0.5729,Yes,Yes
cdd8cad96fd3b5901f54e4ef86f2b944|E|c|0,Where would you buy candy and other foods?,television,television is a store items,0.6332,No,Yes
cdd8cad96fd3b5901f54e4ef86f2b944|E|c|1,Where would you buy candy and other foods?,television,television is part of (a) the human body,0.5817,No,Yes
cdd8cad96fd3b5901f54e4ef86f2b944|E|c|2,Where would you buy candy and other foods?,television,television is not a meal,0.5486,No,Yes
cdd8cad96fd3b5901f54e4ef86f2b944|E|c|3,Where would you buy candy and other foods?,television,television is a object,0.5425,No,Yes
cdd8cad96fd3b5901f54e4ef86f2b944|E|c|4,Where would you buy candy and other foods?,television,television is a part media,0.5281,No,Yes
0033056483ba6423535f0d693d09c4cf|B|c|0,"His studying was going nowhere, he returned the dictionary to under the wobbly leg of the what?",library,library is not a place of learning,0.5007,Yes,No
5eeadcf78edd00cc22d35d3cc3ac11d2|B|c|0,"The shelf was irregularly shaped, where should it be placed to avoid sticking out in high-traffic areas?",corner,corner is a place to store items,0.5737,Yes,Yes
5eeadcf78edd00cc22d35d3cc3ac11d2|C|c|0,"The shelf was irregularly shaped, where should it be placed to avoid sticking out in high-traffic areas?",outside,outside is a place to store items,0.5096,Yes,Yes
5eeadcf78edd00cc22d35d3cc3ac11d2|D|c|0,"The shelf was irregularly shaped, where should it be placed to avoid sticking out in high-traffic areas?",wall,wall is a place to store items,0.5357,Yes,Yes
b3ba8b152fa8a6f0ba02c554ef895a94|A|c|0,Danny thought about fixing up his floor and making it look good. What might he use to do what?,carpet,carpet can furnishing for a home,0.5770,Yes,Yes
b3ba8b152fa8a6f0ba02c554ef895a94|A|c|1,Danny thought about fixing up his floor and making it look good. What might he use to do what?,carpet,carpet can be used for furnishing a house,0.5509,Yes,Yes
b3ba8b152fa8a6f0ba02c554ef895a94|A|c|2,Danny thought about fixing up his floor and making it look good. What might he use to do what?,carpet,carpet is found inside a house,0.5080,No,Yes
b3ba8b152fa8a6f0ba02c554ef895a94|A|c|3,Danny thought about fixing up his floor and making it look good. What might he use to do what?,carpet,carpet can be found in a home,0.5063,No,Yes
b3ba8b152fa8a6f0ba02c554ef895a94|D|c|0,Danny thought about fixing up his floor and making it look good. What might he use to do what?,bed,bed can furnishing for a home,0.5716,Yes,Yes
b3ba8b152fa8a6f0ba02c554ef895a94|E|c|0,Danny thought about fixing up his floor and making it look good. What might he use to do what?,desk,desk can furnishing for a home,0.5169,Yes,Yes
c169b6ab80ceac3d13646b01b75efb82|A|c|0,Where in a building would you play a board game?,shelf,shelf can be found indoors,0.5589,No,Yes
c169b6ab80ceac3d13646b01b75efb82|A|c|1,Where in a building would you play a board game?,shelf,shelf can be found in a house,0.5538,No,Yes
c169b6ab80ceac3d13646b01b75efb82|A|c|2,Where in a building would you play a board game?,shelf,shelf is a room,0.5531,No,Yes
c169b6ab80ceac3d13646b01b75efb82|A|c|3,Where in a building would you play a board game?,shelf,shelf is a furniture,0.5498,No,Yes
c169b6ab80ceac3d13646b01b75efb82|A|c|4,Where in a building would you play a board game?,shelf,shelf can be found in  a residence,0.5473,No,Yes
c169b6ab80ceac3d13646b01b75efb82|B|c|0,Where in a building would you play a board game?,cupboard,cupboard is a piece of furniture,0.5825,No,Yes
c169b6ab80ceac3d13646b01b75efb82|B|c|1,Where in a building would you play a board game?,cupboard,cupboard is an object,0.5796,No,Yes
c169b6ab80ceac3d13646b01b75efb82|B|c|2,Where in a building would you play a board game?,cupboard,cupboard is a furniture,0.5721,No,Yes
c169b6ab80ceac3d13646b01b75efb82|B|c|3,Where in a building would you play a board game?,cupboard,cupboard can be found indoors,0.5655,No,Yes
c169b6ab80ceac3d13646b01b75efb82|B|c|4,Where in a building would you play a board game?,cupboard,cupboard is furniture,0.5569,No,Yes
c169b6ab80ceac3d13646b01b75efb82|D|c|0,Where in a building would you play a board game?,house,house can be used for sport,0.6356,Yes,Yes
c169b6ab80ceac3d13646b01b75efb82|D|c|1,Where in a building would you play a board game?,house,house is a room (type),0.5744,No,Yes
c169b6ab80ceac3d13646b01b75efb82|D|c|2,Where in a building would you play a board game?,house,house have (a) usually have people inside,0.5410,No,Yes
c169b6ab80ceac3d13646b01b75efb82|D|c|3,Where in a building would you play a board game?,house,house can have someone inside it,0.5408,No,Yes
c169b6ab80ceac3d13646b01b75efb82|D|c|4,Where in a building would you play a board game?,house,house is a room,0.5403,No,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|A|c|0,Where is a great place to display a flower on a table?,vase,vase can be used for holding things,0.8134,Yes,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|A|c|1,Where is a great place to display a flower on a table?,vase,vase is a art-related item,0.8024,Yes,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|A|c|2,Where is a great place to display a flower on a table?,vase,vase can be used for storing items,0.7804,Yes,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|A|c|3,Where is a great place to display a flower on a table?,vase,vase can be used for at home,0.7453,No,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|A|c|4,Where is a great place to display a flower on a table?,vase,vase can be held with one hand,0.7377,No,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|B|c|0,Where is a great place to display a flower on a table?,shelf,shelf can be used for holding things,0.6905,Yes,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|B|c|1,Where is a great place to display a flower on a table?,shelf,shelf is a art-related item,0.6905,Yes,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|B|c|2,Where is a great place to display a flower on a table?,shelf,shelf can be used for to keep items,0.6874,Yes,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|B|c|3,Where is a great place to display a flower on a table?,shelf,shelf is a place to store items,0.6628,Yes,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|B|c|4,Where is a great place to display a flower on a table?,shelf,shelf can be used for storing items,0.6618,Yes,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|C|c|0,Where is a great place to display a flower on a table?,park,park have (a) green plant,0.6525,No,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|C|c|1,Where is a great place to display a flower on a table?,park,park is a outdoor location,0.5980,Yes,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|C|c|2,Where is a great place to display a flower on a table?,park,park can be found outside,0.5899,Yes,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|C|c|3,Where is a great place to display a flower on a table?,park,park is a place you visit,0.5870,No,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|C|c|4,Where is a great place to display a flower on a table?,park,park is a place where you can visit,0.5832,Yes,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|D|c|0,Where is a great place to display a flower on a table?,garden,garden is a place,0.7286,No,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|D|c|1,Where is a great place to display a flower on a table?,garden,garden is a location,0.7227,No,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|D|c|2,Where is a great place to display a flower on a table?,garden,garden is a nature-related,0.7007,No,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|D|c|3,Where is a great place to display a flower on a table?,garden,garden is somewhere people visit,0.6989,No,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|D|c|4,Where is a great place to display a flower on a table?,garden,garden can be found outside,0.6878,Yes,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|E|c|0,Where is a great place to display a flower on a table?,windowsill,windowsill can be used for holding things,0.6419,Yes,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|E|c|1,Where is a great place to display a flower on a table?,windowsill,windowsill is made of glass,0.6365,No,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|E|c|2,Where is a great place to display a flower on a table?,windowsill,windowsill can be found in a home,0.6106,Yes,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|E|c|3,Where is a great place to display a flower on a table?,windowsill,windowsill can grow itself or grow things,0.5982,No,Yes
4a7bda6cc0efd27e1dcbacfdf185e6bc|E|c|4,Where is a great place to display a flower on a table?,windowsill,windowsill can be used for at home,0.5849,Yes,Yes
ec38d0b8fb149c59fedac941c19cf132|A|c|0,"Where is it especially important to keep a dry, clean floor?",bed,bed can be found mostly inside,0.5408,No,Yes
ec38d0b8fb149c59fedac941c19cf132|A|c|1,"Where is it especially important to keep a dry, clean floor?",bed,bed is a physical item,0.5320,No,Yes
ec38d0b8fb149c59fedac941c19cf132|A|c|2,"Where is it especially important to keep a dry, clean floor?",bed,bed is a place or location,0.5239,No,Yes
ec38d0b8fb149c59fedac941c19cf132|A|c|3,"Where is it especially important to keep a dry, clean floor?",bed,bed can furnishing for a home,0.5217,No,Yes
ec38d0b8fb149c59fedac941c19cf132|B|c|0,"Where is it especially important to keep a dry, clean floor?",restaurant,restaurant can be used for washing,0.6519,Yes,Yes
ec38d0b8fb149c59fedac941c19cf132|B|c|1,"Where is it especially important to keep a dry, clean floor?",restaurant,restaurant can be used for storing things inside,0.5149,No,Yes
ec38d0b8fb149c59fedac941c19cf132|B|c|2,"Where is it especially important to keep a dry, clean floor?",restaurant,restaurant can not be used for sleeping on,0.5103,No,Yes
ec38d0b8fb149c59fedac941c19cf132|B|c|3,"Where is it especially important to keep a dry, clean floor?",restaurant,restaurant can be used for serving food,0.5037,No,Yes
ec38d0b8fb149c59fedac941c19cf132|C|c|0,"Where is it especially important to keep a dry, clean floor?",synagogue,synagogue can be used for religious services,0.5660,Yes,Yes
ec38d0b8fb149c59fedac941c19cf132|C|c|1,"Where is it especially important to keep a dry, clean floor?",synagogue,synagogue can be used for worship,0.5433,Yes,Yes
ec38d0b8fb149c59fedac941c19cf132|C|c|2,"Where is it especially important to keep a dry, clean floor?",synagogue,synagogue is a place,0.5395,No,Yes
ec38d0b8fb149c59fedac941c19cf132|C|c|3,"Where is it especially important to keep a dry, clean floor?",synagogue,synagogue is a type of property,0.5353,No,Yes
ec38d0b8fb149c59fedac941c19cf132|C|c|4,"Where is it especially important to keep a dry, clean floor?",synagogue,synagogue is a place or location,0.5301,No,Yes
ec38d0b8fb149c59fedac941c19cf132|D|c|0,"Where is it especially important to keep a dry, clean floor?",wedding,wedding is a place or location,0.5063,No,Yes
ec38d0b8fb149c59fedac941c19cf132|D|c|1,"Where is it especially important to keep a dry, clean floor?",wedding,wedding is a location,0.5029,No,Yes
ec38d0b8fb149c59fedac941c19cf132|D|c|2,"Where is it especially important to keep a dry, clean floor?",wedding,wedding is a place,0.5009,No,Yes
4689707618da149aad48eceb54c88893|A|c|0,When you are eating a meal you normally place a cup on this.,dishwasher,dishwasher can be found inside a house,0.5621,No,Yes
4689707618da149aad48eceb54c88893|A|c|1,When you are eating a meal you normally place a cup on this.,dishwasher,dishwasher is a piece of furniture,0.5482,No,No
4689707618da149aad48eceb54c88893|A|c|2,When you are eating a meal you normally place a cup on this.,dishwasher,dishwasher is not a something you eat off,0.5292,Yes,No
4689707618da149aad48eceb54c88893|A|c|3,When you are eating a meal you normally place a cup on this.,dishwasher,dishwasher can be used for storage,0.5276,No,No
4689707618da149aad48eceb54c88893|A|c|4,When you are eating a meal you normally place a cup on this.,dishwasher,dishwasher is furniture,0.5178,No,No
4689707618da149aad48eceb54c88893|B|c|0,When you are eating a meal you normally place a cup on this.,table,table is a something you eat off,0.7207,Yes,Yes
4689707618da149aad48eceb54c88893|B|c|1,When you are eating a meal you normally place a cup on this.,table,table can be used for eating,0.6395,Yes,Yes
4689707618da149aad48eceb54c88893|B|c|2,When you are eating a meal you normally place a cup on this.,table,table is used for meals,0.6247,Yes,Yes
4689707618da149aad48eceb54c88893|B|c|3,When you are eating a meal you normally place a cup on this.,table,table can be used for serving dinner,0.6131,Yes,Yes
